title,contents,date
요새. 성 하나만 먹게 합시다,성있으면 요새빼던지 요새있으면 성빼던지 ,2019. 4. 27. 토요일 18:50
3차 각성 창이펙트좀 수정할수 없는가???,창에 햄 꽂아 논거 같잖아 썩을것들아,2019. 4. 27. 토요일 16:39
렉.팅김증상,겔럭시9+사용하는데요 렉.팅김증상 너무심하네요=ㅠㅠ 언제까지 이렇게 겜을해야하나요,2019. 4. 27. 토요일 16:23
보상 단디 해야죠,하루를 못했는데 그거에 대한 보상은 해야 하지 않을까요?,2019. 4. 27. 토요일 16:17
닉네임변경,캐릭명도없고. 캐릭터인. 생성된것도아닌데.  변경이안됩니다 ,2019. 4. 27. 토요일 15:44
동일아이듸,동일 아이듸 케릭입니다   ,2019. 4. 27. 토요일 15:35
다시돌아온 몬스터 스트라이크,이벤트 함 하시죠. 칭호도 랜덤 드랍이였고 카드는 과하게 필요하고 버터플라이.코어도 그러고 다시.한번 해주세요 오픈.초기.구 발렌타인.복 칭호 등등 다 다시좀 파세요 만능 이벤트.칭호 만드세요,2019. 4. 27. 토요일 14:55
매일수확도구,안녕하세요 매일수확도구 결제햇는데요 22000원 빠졋어요 확인부탁드려요,2019. 4. 27. 토요일 14:45
유알 분해좀 하게해주세요,필요없는거 분해좀 하게,2019. 4. 27. 토요일 13:46
소환석 몬스터코어,코어물약 먹엇는대 너무 안들어오는대 업뎃하면서 잘못 건들인거 아닌가요,2019. 4. 27. 토요일 13:46
수확던전,7레벨 광석이 업나요,2019. 4. 27. 토요일 13:24
자동 퀘스트가 안돼네요.,S급 퀘스트 6개 후 A급 퀘스트할려니까 퀘스트가 안돼네요. 또 취소 자동 수행 반복하니까 A급 퀘스트 수량이 차감돼요. 에러인듯~,2019. 4. 27. 토요일 12:18
이번엔 섭 이전권 안나왔으면 합니다., ,2019. 4. 27. 토요일 11:36
거래소손질하라고,서버통합하면머하나 거래소가안돌아가는데 최소가격낮추라고,2019. 4. 27. 토요일 11:24
수확던젼IV,수확던젼 다좋은데 엠버나이트 나오는빛나는광석 은엠버나이트만나오게조정않됩니까? 트릴리움 별쓸데없이많이나오고 포인트도부족한데,2019. 4. 27. 토요일 10:56
휴먼케릭도여자케릭좀 하고싶습니다 성차별하싶니까,일좀하자,2019. 4. 27. 토요일 10:10
게임 중 강제종료,최근 업데이트후에 자주 강제종료가 되네요.,2019. 4. 27. 토요일 10:09
돈주고 닉넴권샀는데,왜 닉넴생성안되나여?,2019. 4. 27. 토요일 08:50
주간 일퀘 숙제들 못한거 보상이 고작 마프3개끝?,업뎃을 오래동안해서 숙제 1도 못한거 마프3개로 퉁칠려고?,2019. 4. 27. 토요일 07:42
집혼석 옵변이벤트 한번합시다.,안한다 엄청오래됐어요.......,2019. 4. 27. 토요일 04:50
UR선택상자 UR장비,선택상자에서 신규 장비 선택가능하게 하던지,2019. 4. 27. 토요일 02:57
닉넴변경안돼여,뀨잉이라는  닉넴이  없는데  왜 생성이 안되나여,2019. 4. 27. 토요일 00:33
데컨섭 통합...,그래도 6개월 먼저 오픈한섭이랑 통합하는데,2019. 4. 26. 금요일 23:48
카악~ 퉤....18 강화,장난하나? 18 강화 땜에 이 게임 접을까 진지하게 고민중.....18 욕까지 나오니,2019. 4. 26. 금요일 23:39
수확던전채널,"여보세여 영자님아 통합해서 인원을 합쳣으면 채널을 늘리세요 영자님아 머리 안돌아가노?,,헤드뱅뱅이가?던전도채널을 늘려야지 머리에 머만찻노",2019. 4. 26. 금요일 23:37
기존레시피선택상자,신규 악마형레시피 선택왜안됨?,2019. 4. 26. 금요일 23:03
케릭 이름 왜 맘대로 변경하시나요?,기란섭 유저 엘라 입니다 패치후 이게 뭔가요? 케릭 이름이 바뀐 ㅡㅡ ,2019. 4. 26. 금요일 22:40
스템비틀소환석팔수있게해라,공간만차지한다,2019. 4. 26. 금요일 20:29
카오,평화모드  사냥중인데 왜 카오가 된건가요 이해가 안됩니다  빠른복구 부탁드립니다.,2019. 4. 26. 금요일 19:37
무지개정원,무지개정원 자동수확 안대구 계속 팅김,2019. 4. 26. 금요일 19:20
은빛용병단 하딘의문장 요 .., ,2019. 4. 26. 금요일 19:06
랩업하면. 아덴좀. 많이. 주세요.,랩업해도 5먼. 아덴  주는데  200랩 이. 넘넘. 케릭. 아덴이. 무지. 많이. 드는데  5만아덴이. 뭡니까?,2019. 4. 26. 금요일 18:39
운영자어제못해서못받은 승급석하고룬조각하고,보상하라고 장난치나  오랬동안오픈안한이유나대라고 구글스토어서는 일찍업데이트올라와있었다 꼴랑마프르가호3개가지고 공개사과도없이퉁칠라고하나,2019. 4. 26. 금요일 18:31
인간적으로 케릭명 변경..., ,2019. 4. 26. 금요일 18:23
유알상자 이거 어쩌라는거죠?, 분해가 되게 만들던가 장비 추가를 하시던가 어쩌라는거죠?,2019. 4. 26. 금요일 17:48
케릭터 삭제관련,케릭터가 삭제 되는거는 어쩔  수 없다고 해도,2019. 4. 26. 금요일 17:39
파티중일때 보라,확인 못하는거 확인할수 있도록 해주세요,2019. 4. 26. 금요일 17:06
전투텍 덮어쓰기가 안됩니다,이전에 전투텍을 덮어쓰기가 가능했었는데 어느 시점부터 덮어쓰기가 전혀 안 되고 있습니다,2019. 4. 26. 금요일 17:04
망토의 보유효과 잠금기능 추가건의..,망토의 보유효과에 잠금 기능을 넣어주세여..,2019. 4. 26. 금요일 17:04
이번 판의 미로 이벤트를 보면서..,안녕하세요 블댄 아재 입니다..,2019. 4. 26. 금요일 16:35
3단계 장비 각성석 패키지 산 사람들 환불해줘라,장난하는 것도 아니고 4월에 3단계 장비 각성 패키지 구입한 사람들 환불하거나 한방에 패키지로 교환해 줘라.,2019. 4. 26. 금요일 16:26
캐릭터가 사라졌습니다,패치후에 들어가보니 캐릭터가 없는것으로 나옵니다 ,2019. 4. 26. 금요일 15:54
패치가 안된다..ㅡㅡ,s7 패치가 안된다..계속 실패 떠서 겜을 못하겠다..ㅡㅡ,2019. 4. 26. 금요일 15:54
Hp 물약 안빨림,물약 안빨림,2019. 4. 26. 금요일 15:31
셀레크 코어물약먹고 솬석 24개 까서 코어 1000개도 못먹으면 말다햇다 ㅅㅂ 럼ㄷ.ㄹ아,ㅅㅂ  엿 같네,2019. 4. 26. 금요일 15:28
아 진짜 짱나네 18,  코어물약  적용도안되고  재작 누르면 팅기고  장난하니? 그지같이업뎃하고  밥이 넘어가냐,2019. 4. 26. 금요일 15:26
만능코어는 없나요?,만능코어로 몬스터 스트라이크나 배트맨 코어 올리고 싶네요.,2019. 4. 26. 금요일 15:16
통합전 쟁 진행 중인게 사라졌네요.,들어간 선포권은 안돌려주나요?,2019. 4. 26. 금요일 15:16
팅김현상,수확가방이 가득차있을경우 팅겨버리는현상,2019. 4. 26. 금요일 14:44
이것좀 고쳐요, ,2019. 4. 26. 금요일 14:36
아이폰x 홈키랑 채팅창 안겹치게 부탁드려요,패치전에는 괜찬았습니다,2019. 4. 26. 금요일 14:27
기본을 봐주세요,아주 간단하게 이미 구현이 되어있고 ,2019. 4. 26. 금요일 14:07
악마,악마형 무기 레시피  창.칼 교환도 해주세요 ,2019. 4. 26. 금요일 13:34
레시피조합,칼 창 쓰는 딜러들은 레시피를 조합으로 바꾸는데여 악마 레시피 적용이 안대여,2019. 4. 26. 금요일 13:19
전문기술 제작 누르면 계속 팅기는데,점검  안합니까?  유저델꼬장난 하는거도 아니고,2019. 4. 26. 금요일 13:16
서버통합하면 또 다른 새로운 시작아닐까요...,닉변권을 다 줬으면 합니다. ,2019. 4. 26. 금요일 13:06
캐릭터명에 특수문자(#)가 붙어있는데 닉네임변경권이 지급되지 않았습니다.,제목 그대로 캐릭터명에 특수문자(#)가 붙어있는데,2019. 4. 26. 금요일 13:01
목요일승급석내놔라 무대가리야,목요인꺼내놔라,2019. 4. 26. 금요일 12:36
어제요일던전등각종못한거에대한보상안주나,마프르가호3개로퉁칠생각마라 32시간가랑서버닫아놓고고작마프르가호3개로퉁칠려고그러나,2019. 4. 26. 금요일 11:36
닉네임 변경권 왜 안주시나요,확인하시고 답변해주세요,2019. 4. 26. 금요일 11:28
주세여,닉변경권!!!!! 똑같은조건이였는데 왜 난안줘요!!!,2019. 4. 26. 금요일 11:11
닉변경권,난 닉변경권 왜 안주남요??,2019. 4. 26. 금요일 10:47
닉변경권좀주세요~~나는왜안주신는데요,부탁합니다~~,2019. 4. 26. 금요일 10:46
보상 마프3개 끝??,ㅇㅏ니 저기요 운영자씨?,2019. 4. 26. 금요일 10:39
닉변경권 왜 안들어오나요?,오렌1에있던 케릭들은 닉변경권이 없는데,2019. 4. 26. 금요일 10:17
목요일 승급석,승급석  필요해서 기다렸는데 일주일을 또 기다려야되네여...,2019. 4. 26. 금요일 09:45
내돈 다뱉어내라..닉변권 장난치나?,닉변권 뭐냐??레어닉 40개 이상보유하고 있는데 닉변권이 안들어왔다.물론 또 공지 했고 대상이 아니라 하겠,2019. 4. 26. 금요일 09:15
말이안되네여?,제 남자친구는 저보다늦게 똑같은닉넴만들었는데 ,2019. 4. 26. 금요일 09:05
유알 상자만..와....나쁜,없앨려면 기존에.가지고 있던 SR.  R상자 이것들도 다 악마형 못하게 해야,2019. 4. 26. 금요일 08:58
운영자님 인간적으로 좀 합시다.,일반장비 올맥강 찍어놔서 예전에 받은 UR30강 짜리 창고에 고이 모셔 뒀는데,2019. 4. 26. 금요일 08:57
Ur선택상자선택에 악마형장비 없어요,의도한건지 추후바뀔건지 알려주셈 수고요,2019. 4. 26. 금요일 08:36
왜 제캐릭은 닉넴변경권 안주세여????,서버에 똑같은닉넴잇는데  왜  제캐릭은  이용권안줘요????,2019. 4. 26. 금요일 08:30
유알선택상자쓸때가없네 ㅋㅋ이번에나온아이템 선택에넣어주라좀 ㅋ,제발,2019. 4. 26. 금요일 08:18
18장난치나 20시간점검에다추가로,13시간이다닫아놓고 아무사과없이마프르가호꼴랑3개 장난치나100개도아니고,2019. 4. 26. 금요일 08:09
자려다 다시왔다,혹시나 하는 마음에  진짜 잘거다 아이디 아 ** 짜증나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게 머라고 이러고 잇는거냐 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ** 내 자신이 한심하내,2019. 4. 25. 목요일 23:55
공지하나 올리는게 좋은방법아닌가?,새벽내내 사람들 기다리게 할것인가..?,2019. 4. 25. 목요일 23:41
잔다,새벽에 열면 아이디 선점 못한거 보상해라 샛기들아,2019. 4. 25. 목요일 23:35
매일보상 패키지 구매한분들에게 보상,꼭 보상해주세요,2019. 4. 25. 목요일 23:35
아니 이렇게 기다리는 사람이 많은데,무슨 시간 미정 공지 올려놓고 모니터링 하면다인가..?,2019. 4. 25. 목요일 23:19
겜접속,아니 겜 언제 접속이 되는지 공지좀 해줘요,2019. 4. 25. 목요일 23:19
오픈,유저들 잠좀자게 밤에는 오픈을 안한다고 공지라도 해주시죠.,2019. 4. 25. 목요일 22:58
걍 내일 연다고 공지를해라,좀,2019. 4. 25. 목요일 22:28
Gm님. 오픈시간을..,저같은 유저들은 계속 오픈하는지 안하는지 보고있을거같은데.. 정확한 시간예정이없다면 3시간이든 6시간이든해서 단위로 오픈예정시간을 지정해주시면 피로도가 덜할거같은데 말이죠.. 1차 예정시간 12시 2차 예정시간 6시.. 뭐이런식으로하는게 낫지않을까요? 닉선점때문이라도 오픈시간은 공지해놔야 사람들이 맞춰서 기다릴거같은데,2019. 4. 25. 목요일 22:28
애플 출시 후 동기화 대기가 맞습니까?,검수 통과는 한거 맞나요?,2019. 4. 25. 목요일 22:03
걍 내일 연다고 공지하면 안되냐 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019. 4. 25. 목요일 21:56
오늘 숙제 못했으니 계산해서 지급 부탁드려요,참고로 서브 퀘스트는 s급으로 아데나 주셧으면 ㄱㅅ 하겠습니다.,2019. 4. 25. 목요일 21:52
오늘 숙제 못했으니 계산해서 지급 부탁드려요,참고로 서브 퀘스트는 s급으로 아데나 주셧으면 ㄱㅅ 하겠습니다.,2019. 4. 25. 목요일 21:52
뜬금포로 서버 열지말고 걍 내일 오후에 열자,뜬금포 열면 아이디 어쩔,2019. 4. 25. 목요일 21:32
대략 시간이라도 공지해주세요,지금 2시간 가까이 멍때리면서 기다리는데,2019. 4. 25. 목요일 21:21
미공개된 내용이라도 열어줘요 그래야 기다리면서 미리 계획이라도 세우지 ㅎ,ㅎ,2019. 4. 25. 목요일 20:18
이래놓고 패키지팔궁리하냐 ㅋ ㅋ,참...답답다 너거들도 ㅋ ㅋ ㅋ ,2019. 4. 25. 목요일 19:58
죄송하다고 말만하지말고,악마형 30강 셋을 모두에게 지급하라,2019. 4. 25. 목요일 19:47
미정이는 어디서 찾으면 되는거냐?,어디로 가야하죠 아저씨~,2019. 4. 25. 목요일 19:27
계정창고 공간,마그에서 계정창고 열람하다보면..,2019. 4. 25. 목요일 19:00
다~~용서해줄테니 팰러딘..,1년7개월전으로 밴져스 돌려주시오.,2019. 4. 25. 목요일 17:57
새분쟁지역도 나왔는대 아덴소환석판매안하나요,지금까지의 경험상..분쟁지역은  퀘보상이 소환석이었는대.,2019. 4. 25. 목요일 16:58
전문기술 문제점,문제점,2019. 4. 25. 목요일 16:46
적당히 해처머거라,5.5이제 강제내 ㅋ ㅋ 그기다 3차각성패키지 ,2019. 4. 25. 목요일 15:16
단검 밸런스에 대하여,단검 파티버프가 이속인거 자체가 밸런스가 안맞다 생각함,2019. 4. 25. 목요일 13:22
3차각성 패키지 환불해주세요.,괜히 미리사서 새됐네요.,2019. 4. 25. 목요일 13:09
플레이 못하니깐 마약 중독자처럼 손이 부들 부들 떨린다,안녕 하세요 모바일 계임의 혁명 리니지2레볼루션 운 영자님,2019. 4. 25. 목요일 09:33
갓쿠린 포인트를 못썼어요 ㅠ,오늘까지만 사용하게 해주세요 ㅠㅠ,2019. 4. 25. 목요일 09:19
아데나 던전도 업데이트좀 합시다,경험치던전은 렙에 맞게 나왓는데 아데나 던전은 아직도 그대로인데 너무하지 않나요?,2019. 4. 25. 목요일 08:14
"펫,이벤트코어 관련하여..",신규종족이 나온다면 그때마다 펫또는 이벤트코어판매라던지 구할수있는 방법을 마련해주셔야할것같습니다..,2019. 4. 24. 수요일 23:45
무기 특성 이대로 괜찮은가,리니지 1처럼 오리하루콘 단검 하나만 있음 만능검처럼 몬스터에게 모든 뎀지가 들어가는 반면에 레볼은 ㅋㅋ모든장비수집,2019. 4. 24. 수요일 23:40
이벤관련 게시물에 의미없이 도배하는 참여충들의 참여도배글 삭제좀해주세요,적지 않은 유저들이 수없이 얘길해도 참여충들은 한국말을 못알아듣는거 같네요,2019. 4. 24. 수요일 22:46
평화의깃탈,평화의깃털 개선점 해주세요..,2019. 4. 24. 수요일 21:58
소환석던전,하거인의실험실 소환석던전할때 보스몹올라오던데 왜또안올라오나요?,2019. 4. 24. 수요일 21:54
장신구 메인이랑 보조 스위칭 기능좀 넣어달라,메인이랑 보조랑 바꿀 상황이 종종있는데 이것좀 어떻게 해봐라 메인 인터페이스에 장신구 메인이랑 보조 스위칭하는 기능을 버튼식으로 하나 만들던지 어떻게좀 해보소 졸라 귀찮네,2019. 4. 24. 수요일 21:29
실템,실템 탱인데 너무약해요ㅡㅡ,2019. 4. 24. 수요일 20:58
몬스터카드 가방 내의  카드 리스트에,몬스터카드 가방 내의  카드 리스트에 카드작업 완료된거에 완료 표시를 해주시면 좋겠네요,2019. 4. 24. 수요일 20:47
자동퀘진행중....,몹헛방질좀  어케안됩니까??,2019. 4. 24. 수요일 19:54
전문기술 의뢰 시 의뢰자 선정 하게끔 해주십시오,일부로 혈맹 원끼리 의뢰 하고 싶어도 의뢰자 선정이 없으니 불특정 다수가 가져가고 ,2019. 4. 24. 수요일 19:42
"의뢰올리고 첫5분간은 혈맹,동맹만 의뢰목록뜨게해주면안되나? 혹은 혈맹,동맹만 의뢰수락가능하게 체크해서 올리는 기능 만들어주던가",시스템적으로 별로 안힘들거같은데 좀해주자,2019. 4. 24. 수요일 19:12
유알 분해되게해줘,ㅇ,2019. 4. 24. 수요일 18:07
악마형 무기 선택 가능하게 패치 해주세요, ,2019. 4. 24. 수요일 17:03
혈맹퀘스트 보상 개선좀 해주세요...,만찬용으로 퀘를 하믄..채소가 항상 부족함..,2019. 4. 24. 수요일 16:05
월간 접속보상 개선좀해주세요,월간 접속보상 개선부탁드립니다 지금 국민투력 500만시대인대 월간 접속보상 너무 구립니다 개선부탁드려요 ,2019. 4. 24. 수요일 12:45
장난치나서버통합한다고20시간이나필요하냐,3-4시간이면땅치는걸 장난치나 서버통합하지마라 그따구로시간끝거면 악마형아이템 업데이트하지마라지금나와있는것도맞출려면 1-2년은더걸릴판이구만 차라리보조무기보조방어구나추가해라돌대가리야,2019. 4. 24. 수요일 11:31
스싱 상향 필요합니다.,스싱 상향 필요해요.,2019. 4. 24. 수요일 10:28
어드벤처러,딜도 어중간 몸빵은종이 희귀케릭이죠 정들여 지금것,2019. 4. 24. 수요일 09:13
3차각성한방패키지내놔라,다른 건잘돋네면ㅅ니  꾁마,2019. 4. 24. 수요일 03:15
정신차리라,아니 갬팅기고 화면어두어지고 접안대는거 이거도데체 언제 조취할거임!?맨날 스잘때기업는 패치에 돈처벌 생각만 하지말고 좀 잘좀하자 아 ㅅㅂ,2019. 4. 23. 화요일 23:53
초월의기운,좀 써먹어보게 이벤트보상이나 레시피좀 풀어봐요 기운만주면 뭐하냐.. 1000개1넘어간다,2019. 4. 23. 화요일 21:57
배경무기능려치올려라,너무한거아니가진짜 보조무기보조방어구라도처만들던가,2019. 4. 23. 화요일 18:10
성별 변경 코스튬좀 출시해 주세요.,"엘프, 드워프는 남성으로 변신하는 가면과 옷,",2019. 4. 23. 화요일 13:19
초월의 돌 연금술서 그린다야로 사는거 없어졋나요?,얼레? 몇달전만 해도 분명 1500다야로 사는거 있던걸로 아는데.. 지금 마일리지800개? 이걸로 바뀌었나요??? ,2019. 4. 23. 화요일 12:13
혈맹 가입 페널티에 대한 보상은?, 안녕하세요.,2019. 4. 23. 화요일 11:23
오탑 밸런스 패치,힐러나 탱들 오탑기록확인해보세요..,2019. 4. 23. 화요일 11:10
4월 업데이트에 결정체 통합 좀 해주시라여~,"아직 용족도  유알을 못 맹글었는데, 만들어야 할 장비는 맨날 늘어만 나네여.",2019. 4. 23. 화요일 10:33
구 이벤트 칭호 패키지좀 만들어 주세요.,루돌프.사슴코는.매우반짝이는코 등등  드래곤.슬레이어도 옵션 넣어서 다시.얻게해주세요.                      완전 옜날 구 발렌타인.복장도 다시 파시구요.ㅎㅎ,2019. 4. 23. 화요일 09:43
거래소,거래소 금액은 누가 책정하나요?,2019. 4. 23. 화요일 05:36
장비좀 그만 만들으소,지친다 지쳐..,2019. 4. 23. 화요일 02:51
혈맹던전 자동 다음 난이도로 이동 체크 활성화좀,오만의탑처럼 클리어시 바로 다음단계로 넘어가는것처럼,2019. 4. 23. 화요일 00:14
패키지내주세여,배트맨 집혼이랑 같은옵으로 은빛용병단 집혼 내주세요,2019. 4. 22. 월요일 15:51
"이 겜 NC거로 알고,....",이겜 NC회사거로 알고 있는데 아닌가요?,2019. 4. 22. 월요일 12:42
영자님 장난쳐요?팩트제시하니 글왜 삭제합니까?,명전 매시즌 2800중반하는 저투 유저입니다.통합되고 나면 그마 하기 이제힘들겠지만.,2019. 4. 22. 월요일 11:16
아덴 드랍율,리니지 2 레볼루션을 재미나게 하는 유저로써..,2019. 4. 22. 월요일 10:59
혈맹 기부내역 창모드,혈맹원이 기부하는 (아덴 피증 스톤 주화) 이 창모드 설정에 안보이게 차단할수 잇게 해주세요,2019. 4. 22. 월요일 10:59
탈리 분해 불편,전에는 탈리 분해시 미확인탈리도  모두 선태하여 일괄 분해 가능 하였는데 지금은  미확인  분해시 개별 분해 하던가 아님 모두 열어서  가방에서  선택 하여 분해 해야됩니다..,2019. 4. 22. 월요일 10:32
신규엘릭서 제작 추가해주세요(크리 크저 명중 회피엘릭서),전문기술 연마에 제작가능 아이템에 신규엘릭서는 빠져있습니다.,2019. 4. 22. 월요일 09:54
조이패드 오작동... 재접수,모델명 : 조이트론 EX DUO,2019. 4. 22. 월요일 09:36
장던에 왜 입장 못합니까!!!!,장던자동성사됐는데.케릭은 사냥터에 있고  어쩌라고 ..,2019. 4. 21. 일요일 23:58
악마 특성 말고 언데드로 바꿔주세요,현재 오만2층까지 와 필드몹들 보면 악마몹 자체가 거의 없고,2019. 4. 21. 일요일 22:29
3차각성한방패키지대동단결,빨랑내나놔라,2019. 4. 21. 일요일 19:59
자동 사냥중에 집혼석 정리할수 있게 좀 해줘요!,자동 사냥중에 집혼석 인벤토리를 열면 ,2019. 4. 21. 일요일 19:52
기여도1위없애라 진짜,탱 힐러는 절대못하는기여도 1위는 왜 만들어논거냐?,2019. 4. 21. 일요일 18:13
진짜 엿 ㅡ같은 티켓확률,정말너무한거 아니냐 진짜쓰레기들은 확률.티켓 유조들 조롱하지마라,2019. 4. 21. 일요일 18:10
몬스터카드,완료한것은 완료됐다고 표시 좀 해주세요,2019. 4. 21. 일요일 17:25
몬스터카드,분해하는곳에서 완된거 표시해주세요,2019. 4. 21. 일요일 15:51
인간특성탈리스만 만들어주세요,"일반,보스,엘리트 번갈아가면서 특성탈리스만 바꿔가면서 사냥하기에 너무나 귀찮네요 아니면 뎁을 더 추가시켜주세요",2019. 4. 21. 일요일 13:11
전문기술 장인의징표 수급안됨,전문기술 렙업을 하려면 필수인 장인의징표를 얻을 방법이 없네요. 한달에 한두번 아주 운좋아야 3~4개 제조 맡아봐야 몇점 못 얻어요. 대책좀 내놓으세요,2019. 4. 21. 일요일 13:06
투력차,저는 어느정도 매달 투자하는 소과금러입니다 하지만 요즘들어 과금러들과의 투력차가 너무 커지다보니 게임에 흥미를 잃게되더군요~~~그래서 이쯤에서 팔고 나가려합니다(생각있으신분 연락주세요)운영진분들도 아실게 소과금러도 투력이 어느정도 오를수있게 신경써 주세요 중간계층 무너지면 망게임으로 가지않을까요,2019. 4. 21. 일요일 12:30
이런,게임에 내인생 낭비하는 게 아깝다 ㅋ ,2019. 4. 21. 일요일 11:51
수고들 하세요~~,그동안 즐거웠습니다~~~마블아 잘해.  ㅎㅎ,2019. 4. 21. 일요일 11:48
수확,수확 자동으로 해도 퍼팩트 확률로 해주세요.,2019. 4. 21. 일요일 09:59
장식용 스킬, ,2019. 4. 21. 일요일 04:28
잘계시쇼~~,"과금유저와 무과금유저의 차이가 무척 큰 게임이에요 4년동안 이섭,저섭 옮겨다녔지만 과금없이 무기,방어구 올맥을 만들기란 무척힘드네요. 잘놀았습니다. 그래서 아쉬움은 없네요~ 수고하세요~~ ",2019. 4. 21. 일요일 03:06
접습니다,참 겜이 이따구란 소리밖에 안나오네 ㅎ 걍 기다리다 리니지2M이나 나옴 해야겠다. 스트레스받으며 겜할 필요까진 없는 거 같다. 재밌으려고 하는건데~ 잘지내라 ㅋ,2019. 4. 21. 일요일 02:53
나 케삭한다.,어째 강화도 초월도 확률이 더 오진다. ㅋ 몇년동안 잘놀다간다. 글고 부탁인데 망해라 ㅋ,2019. 4. 21. 일요일 02:45
3차각성패키지내놔라오바,2차갃성한방패키지도있는데장난하노,2019. 4. 21. 일요일 02:28
집혼석 인벤 왜 이러죠?,밑으로 내리면 일초뒤 맨 위로 올라가고.. 아 진짜...;;,2019. 4. 21. 일요일 01:19
필수로 추가해야할.패키지,명예 하고  업적  60 까지 올라가는 한방패키지 11만원좀  팔아주세요,2019. 4. 20. 토요일 18:13
아스문트 보스잡기 건의,토요일 낮2시 타임 보스 아스문트 현재 2시47분넘어가고 있네요 채널은 혼잡 근데 이게 좀 너무 하다 싶네여 최소한 리셋은 안되게 만들어주세요 시간버리고 하다하다 뭐하고 있나 싶네요 밸런스 조정이고 필요 없어요 50분째 이거 뭐하는건지,2019. 4. 20. 토요일 14:51
핫타임 10시간?,저건너~블레이드앤소울 ,2019. 4. 20. 토요일 12:02
계정창고,계정 창고좀 늘려주세요 ㅠㅠ,2019. 4. 20. 토요일 11:55
3차각성한방패키지빨랑내놔라,우쉬,2019. 4. 20. 토요일 03:12
전 종족 남캐여캐 만들어주세요~,종족마다  성별 만들어주세요  ,2019. 4. 19. 금요일 22:32
쟈리님의 글, ,2019. 4. 19. 금요일 20:47
채팅이안되요 ,채팅이안되요 ,2019. 4. 19. 금요일 20:46
스킬?그지같아,워스미스  스킬  부비트랩  왜? 준거야? 무슨 스킬이 쓸모가없어  몹없는데  아니면  내 뒤쪽 이동불가지역  아님 게임틀 밖에 시전  뎀지가 안들어가니까?,2019. 4. 19. 금요일 20:14
이래도 안막을겁니까.,ㅈ까 ,2019. 4. 19. 금요일 19:37
채널수왜줄이는데,레이드해서코어작업하는데채널줄이면어쩌잔건데 늘려도부족한판에 채널줄이자고서버패치했냐,2019. 4. 19. 금요일 18:21
인첸 확률 개거지같다,씨바 10번 다 실패가 말이 되냐***들아,2019. 4. 19. 금요일 17:20
월창.,하루 월창횟수제한을 건의드립니다.,2019. 4. 19. 금요일 16:27
6개의 수정을 찾아서 - 수정 찾지말라는 이벤트인가요?,정답보상이 오답보상보다 좋은게 하나도 없네요.,2019. 4. 19. 금요일 12:35
월보입징권에대해,기요틴이랑 자캔입장을위해  아래 정던에다 돌리는시간이  너무  비효율적이라 생각해요,2019. 4. 19. 금요일 12:15
시공뛰면 보상에,AP물약 좀 줍시다. ,2019. 4. 19. 금요일 10:45
각성3차한방패키지빨랑내놔라,빨랑,2019. 4. 19. 금요일 06:26
커뮤 이벤트게시판 폐쇄 했으면 검색에 안나오게 해라,무슨 동네 구멍가게도 아니고,2019. 4. 19. 금요일 02:03
유알 제작할때,거래불가한거랑 거래가능한거가 ,2019. 4. 19. 금요일 01:46
힐러,힐러계열좀 평등하게해주세요 엘더만 힐러입니까 !,2019. 4. 19. 금요일 01:34
메크로 불법 프로그램 을 운용하는 귀족혈을 고발합니다~,여러개의 케릭을  묶어서  한명이  운용 하면서  요새전은  물론이고  공성전  까지  ~혈의  자존심이 걸린  혈전  까지도  동원하여  ,2019. 4. 19. 금요일 01:33
섭통할때,이왕 섭통하면서 점검할때 이왕이면 챗창 이모티콘이나 더 늘려주세여,2019. 4. 19. 금요일 01:28
명전버그 이거 안고 쳐요????, ,2019. 4. 19. 금요일 00:36
선착순쿠폰하지마라,전서버당ㅇㅏ니라각서버당하던가 보자마자쿠폰입력했는데초과면 받으란소리가머고 몇번이나건의한건데,2019. 4. 18. 목요일 20:44
신규장비 출시에따른 장비외형 적용 건의요청,"장비가많고, 모든장비가 특성에 맞추어 플레이하지만 정작 캐릭터 외형엔 일관성이 없다. 사용자는 무기와 방어구(개별)장비를 망토와 같이 직접 외형 설정, 세트 특성과 원클릭 설정으로 수동 플레이에 편의성 적용요청.",2019. 4. 18. 목요일 20:29
여긴 한국입니다.쿠폰등등 영어 너무 쓰지맙시다,쉽고 편한 한글 놔두고 왜 굳이 힘들게 영어로 합니까?,2019. 4. 18. 목요일 20:14
이벤트출석부 보상문제,이벤트출석부 16일부터인데 안떠서 보상못받다가 오늘 지우고 다시깔아서 1일차부터 받는중인데 3일출석 다 했으니 보상 3일치 주세요.,2019. 4. 18. 목요일 19:44
