date,fulltxt
2018.09.10. 14:57,가을분위기 바탕화면 만들어주세요여름꺼 계속 쓰고있는데 바꿀때가 됐지여 하하
2018.09.10. 14:44,"거래소 악성재고들이 넘쳐납니다중앙은행 제도를 도입해서 판매가보다 저렴하게 판매할 수 있는시스템이 있었으면 합니다.유저수도 줄어가는 상황이라, 매물 올리면 팔리질 않으니 짜증만 늘어나네요!!!"
2018.09.10. 13:24,스나 탈것에 사이즈변경좀 건의드려요.레인져에 쓰는 늑대보다 3000만제니 혹은 298고코로 사는 그늑도 너무 작아요... 일반 늑대 처럼 사이즈좀 커지게 안될가요 ??
2018.09.10. 00:30,변신스크롤도 요리재료처럼 한칸에 들어가게 해주세요.인벤에 변신스크롤이 차지한칸만 30칸이 넘습니다. 매번 상점에 팔기도 번거롭고 한칸에정리되게라도 수정해주셨으면 좋겠습니다.
2018.09.09. 22:26,불법프로그램 사용한 증거가 있는데 왜 제재안합니까?불법프로그램 사용한 증거가 있는데 왜 제재안합니까?관우운장 케릭 제재 안하나요?
2018.09.09. 18:39,성별전환 아이템 좀 민들어줘요퀘스트인줄 알고 해버려서... 제발 좀요 만드는 거 안어려울꺼 같은데
2018.09.09. 15:38,"제자 피로도사용 스승 회복 시스템;; 생각좀.. 쫌 길수도 있음 제자피로도 쓰는걸로 스승 피로도 회복하는 시스템을 아무리 여러 각도로 생각해봐도 이해가 안가는데팁이라고 열심히 써주시는분들 보면 이게 뭐하는 시스템인가 싶음기본적으로 스승과 제자가 파티를 같이 하고 사냥 하면 스승 피로도가 깍이기때문에 회복이 안됨..고로 파티를 하지 않고 제자가 사냥하는 6시간동안 파티도 아닌것이 멍때리면서 유사펫 처럼 따라다녀야스승은 실질적인 피로도를 회복 받을수 있다는건데아니 뭘 도와주는것도 아니고 뭘 해주는것도 아니고 멍때리면서 6시간동안 따라다녀야 하는게 상식적으로?이게 말이 되는 시스템인지 잘 모르겠음;난또 제자가 사용한 피로도에 따라 다음날 스승에게 메일로 스승훈장처럼 피로도를 주는줄 알았지..(이게 아무래도 상식적인선 아닌가..;;)본사인 짱깨나 이걸 아무 생각 없이 고대로 가져와서 우린 모름 이런식으로?대처하는 그라비티나..모.바.일. 게임이라는 장르와 상황에 따라 어지간히 관심도 없고 이해력도 부족한게 너무 많이 보임.건의 사항이라고 진짜 유저들의 진심어린 글에도 댓글 조차 보는둥 마는둥?(프로그램 수정하는것 자체가 중국겜이라 할수있는게 없다면 건의 사항에 답글은 써줄수 있잖슴아니면 유저들하고 소통이라도 잘 되면 차라리 아.. 게임은 못만질지언정 뭐라도 하고 있구나 할수는 있지)그라비티라는 회사가 국내에서만 이익선으로 봤을때도 엄청난 성과를 얻은데 비해?유저들에게 돌아오는 빠른 문의답변 버그,공지,등등 너무 인력투자에 관심이 없는거 같아보여서 끄적끄적 글 써봄(속설에 카프라 직원 1명이라던데 진짜인거 같기도..)여튼 라그온때도 즐겨했고 현재도 매우 재미있게 즐기고 있는 유저이긴 하지만?이러한 여러가지 게임의 부족한 부분이 너무 아쉬워서 씀 그럼 쟌넨!"
2018.09.09. 11:12,계정다른 부캐간의 거래 좀 만들어주세요좀 옮길 수 있게 해주세요
2018.09.09. 02:51,베이스 레벨 내리는 유료아이템 만들어 주세요다음 사냥터는 못가고 패널티는 먹어서 돈은 안벌리고...베이스 레벨 안오르게 하는 옵션을 주시던지 아니면 베이스 레벨 내리는 캐쉬탬 주세요1당 5천원만 해도 저 살께요패널티만 늘어가서 레벨니 오를수록 돈을 못버는데 데미지는 안올라서 사냥터는 계속 그대로입니다.
2018.09.09. 00:41,퀘스트 진행이안돼요ㅜㅜ업데이트하고 렉 넘 심했던날 팅기고 퀘스트 진행이 안돼요쌍둥이별 할에게 말걸다가 렉걸리고 팅겼는데 그이후로  말걸면  그화면에서 안넘어가고 먹통이네요
2018.09.08. 21:16,주먹밥..글 잘안쓰는편인데..주먹밥좀보이게합시다..편의기능이  불편하게바뀌믄그게 패치입니까?좀 잘합시다
2018.09.08. 20:34,mvp 시스템 이제 수정해야 되지 않겠음?엠비피 보스 10배정도 능력치 업해주시고누적딜 랭킹템차등지급으로 바꾸면 딱 재밌을거 같은데파티원은 파티원 전체 누적딜로 계산해주고차등지급이니 떨구는 템 갯수도 * 2 로 해주고보스사망시 채널전체메세지에 누적딜랭킹 오픈하면?재밌자나쓰잘대기없는 정보 나오게 하지 말고 엠비피 피통및 공격력은 그대로니깐모든보스가 파리싸움이자나개발자 존나 답답하다 ㅠㅠ
2018.09.08. 16:45,헬즈 플랜트 지속시간표지 건의합니다.자동사냥은안되소 간간히 헬즈로 수동사냥하는데 지속시간을 알면딱좋을거같은데요소환된 헬즈 프랜트 위에 바를 하나 만들어줘서 지속시간을 알수있음 좋을거같습니다~이상입니다.
2018.09.08. 14:31,헤어스타일 버그 수정해주세요!!!게펜 미용실에 있는 남자 헤어스타일 중 스파이럴 헤어뒤통수 밑에 헤어 고쳐주세요!!!검색해보니 버그게시판에 4월에 이 버그 지적한 게 있는데왜 아직도 안고쳐줍니까ㅠㅠ
2018.09.08. 12:26,경험치 두배 이벤 한번합시다중섭패치 26일로 확정된 마당에2주뒤에 우리도 패치할꺼아님까!그럼 우리 라린이들을 위해 경험치 2배 이벤 한번 갑시다!
2018.09.08. 01:45,쌍둥이별 할 퀘스트가 안됩니다.하다 중간에 멈추는데 버그같네요
2018.09.07. 14:27,카카살!(카프라는 카카라면 살려내라!)카프라는 잠수함패치로 카카라면 삭제한 사실에 대해 언제까지 침묵으로 일관할 텐가?아이템 삭제를 잠수함 패치로 한 사례는 듣도보도 못했다
2018.09.06. 23:42,"별자리작업 은하의 결정 드롭율문제별자리하는데 쓸모없는 포션을 너무주네여은하의결정 2번중에 한번은 나오게좀 해주면 안되나요이거 확률이 너무 낮습니다, 유저들이 이용하라고 만든 시스템인데 적어도 확률은 높아야죠 별자리 도면 모으기가 초월하기보다 힘들면 좀 그렇잔아여 다모으는사람있을지모르겠지만3년을해도 못모으게 해놨내여한달에 20개모으기도힘든데"
2018.09.06. 21:22,갓 패치 이후에 멈춰서 팅기는현상저만 있나요 ?무탑 공성전에서 그러네요
2018.09.06. 17:07,시작화면 배경 일러...ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 오바인 것 같습니다... 한두명의 의견도 아니구요 ㅠㅠㅠ이거때문에 게임 추천을 못하겠어요... 바꾸는 것 고려 부탁드립니다 저 말도안되는 의상....
2018.09.06. 11:55,"길드원끼리 파티하면 경험치좀 더 주는 시스템좀 만들어주세요.저렙님들이 렙업하기가 너무 힘들어진거 같아요..사제끼리 파티시스템도 조아보이지만, 저렙들을 위해서 길드원끼리 파티하면 파티경험치라도 좀 더 주면 안되겠나요.."
2018.09.05. 17:57,주먹밥 표시 문제도대체가 유저들 편하게 패치했다면서 주먹밥 표시는 왜 없앤건지 이해가 안가네요빠르게 패치좀 하시죠 복붙만 하지마시고 패치하자마자 화면렉에 채팅창렉에 엉만진창이더니 참 생각좀 하고 패치를 하세요 좀
2018.09.05. 15:21,"크리티칼 이펙트 없애 주세요. 눈 아파요.제가 프로 불편러인지 - 아니라고 혼자 자위합니다만. -번쩍 번쩍 하는 것 눈이 쉬이 피로해 집니다. 전에 쓴 게시물이에요.https://cafe.naver.com/ragnarokmmorpg/373662if (크리티칼 == true) then 번쩍 번쩍end if;이 로직만 주석 처리하여 주시면 금방 하실 거 같은데...소스 주시면 제가 찾아서 수정해 드릴께요. 라그하다가 눈아파서, 눈 마사지기도 샀어요. 아내에게는 차마 라그하는데 눈아파서 샀다고 말 못했어요."
2018.09.05. 12:31,헬즈플랜트 자사헬즈플랜트 자동 사냥시 헬즈플랜트가 없어지고 스킬 다시 쓰게 조정해주세요자사시 헬즈플랜트 쿨타임 후에 바로 스킬써져서 소모되는 재료량 엄청 많습니다30초에 식인식물병 3개들어가야 하는데 자사시 30초에 식인식물병 60개가 들어갑니다 헬즈플랜트 자동사냥시 조정해주세요
2018.09.04. 22:04,퀘스트중인데 계속해봐도 완료가 안됩니다짜증나네여진짜 10번을 다시 접속해서 해봐도 안됨
2018.09.04. 20:33,방어전 데비루치 반사좀 삭제해줘요장판딜도 반사시키면 어떻게 게임하란거야
2018.09.04. 20:23,카프라 방어전 튕긴게 포탈이었군요그라지티씨 6시 포탈 앞에 퀘스트 해놓고 조금만 삐끗하면 포탈 타서 튕기게 해놓으니 좋아요?사람 많아서 컨트롤도 안되는구만너무한거 아니에요?다시 입장도 안되더만 짜증나게. 진짜 하라는건지 말라는건지
2018.09.04. 20:16,카프라방어이벤트입니다. 이벤트가 이벤트여야지 이건아니지않나요채변햇다고 마왕딜 미스 피로도800분이상이라고 마왕수정 드랍도없음 이게 이벤트인가요?이벤트가 왜 피로도 필요하고 보스한테 미스처리죠길원이랑같이할려고 길채왓더니 황당하네 피로도 저녘에 살아있긴하나요 하하
2018.09.04. 16:24,보탐 건의나오는 보탐은 한정 되어있고 경쟁은 치열하고..정말 간곡히 건의 드립니다발할라 던전을 주 1회가 아닌 ?하루 1회로 적용건의 드립니다하루마다적용 및 실버 훈장 층별 소비 5개로 해주시고.. ?아니면 단계별 적용도 좋구요보탐 못먹는 사람들을 위해 .. ?대변합니다..?그래야 유저들 덜 떠나지 않을까요?
2018.09.04. 15:17,가챠 게임의 안전 장치요즘 폰겜 가챠 게임이 많이 나옵니다.확률 5% (실은 0.5%라고 느낌) 를 먹으려고 몇백을 쓰는 사람도 있지요.몇가지 가챠게임을 해봤지만 역시 나오는 사람만 나오고 안나오는 사람은확률 이상으로 나오지 않습니다.그럼 유저들은 그게임을 접습니다. 몇백을 써도 안나오는 사람과몇만원을 써도 잘나오는 사람이 생깁니다.그래서 몇 가챠 게임은 안전장치를 마련합니다.몇번 뽑으면 100% 뭐는 나오게끔 말이지요30번 뽑으면 100% 5성캐릭이 나옴몇번 뽑으면 반드시 뭐가 나옴 이정도의 안전장치가 필요하다고 생각합니다.카드먹으려고 한달가까이 피로도를 다쓰고 한가지 몹을 잡아도 카드는 나오지 않습니다.최소한 몇마리 잡으면 반드시 카드가 나오게끔 하는건 괜찮아 보입니다.오만마리든 십만마리든..말이죠...
2018.09.04. 14:49,변신스크롤도 좀 한데 모아쓸수있게즘!!!변신 스크롤 이 종류가 넘 많아섴 창고 가방에 자리만 차지해요!!요리처럼 제발 모와서 볼수있게 해주세요!!
2018.09.04. 12:46,"그냥 욕하려고 글 씁니다.멍멍장교라는 아이템을 누가 쓰고 있길래 룩이 좋아서 어떻게 얻는지 알아봤다가 진심 황당해서 글 남깁니다.초회 한정판 구매자.알파 테스터.베타 테스트 당첨자.게임이 망해서 서비스 종료를 생각할때도 접지 않고 남아있던 충성유저.(나는 그 이후에 시작한 경우)이런 사람들이 유니크, 초레어 아이템을 가지고 있는건?기분상 싫지만 그래도 납득합니다.대다수 유저는 얻지 못하는 레어한 아이템은 이런 사람들이 가지는겁니다. 거의 모든 게임이 한정판을 둘 거면 이렇게 합니다.근데 그냥 접었다가 이벤트 기간에 복귀 했던 사람만 가질수 있는 초레어 룩템이라는게 말이 됩니까?복귀유저에게 선물주는건 아무도 뭐라 안합니다. 권장사항이죠 오히려.근데 복귀유저 보상은 꾸준히 플레이 하던 유저도 얻을수 있는 범위의 물품에서 이루어져야 됩니다.꾸준히 플레이하며 유저수로 확보되어준?사람, 꾸준히 소액 과금한 사람, 대량 과금해서 경영에 대놓고 보탬에 된 사람들 중 아무도 얻을수 없는걸 접었다 돌아왔다는 이유로 얻는게 말이 되요? 누가 이게임?즐겁게?하겠습니까?지금 라그나로크M은 중국에서 개발되는 중국게임이고 그라비티는 그냥 재수입 배포자밖에 안된다는걸 여실히 안 상태이기 때문에 뭔가 따로 요구할 마음도 없습니다.그냥 이 상상을 초월한?패악질에 대해 욕하고 싶어서 글씁니다.운영을 잘 못한다는건 2003년부터 알고 있었는데. 15년이 지나고 사람들도 바뀌었을텐데 무슨 정체성처럼 그대로네요.진짜 당신들은 유저 욕하면 절대 안되요. 운영을 정떨어지게밖에 못하네.이게 중국에서 온 내용 그대로라면 그걸 수정이라도 해야지... 그런 수정도 못할거면 서비스를 하지 말아야지...진심 이게임에 돈쓰기 싫다 정말...접었다 복귀하는 사람한테만 주는 유니크템이라니. 와. 발상 진짜..."
2018.09.04. 12:38,이번에 크리 임팩트바뀐거요!크리씬이랑 같은 화면에 있으면 너무 눈아파요...꺼지는 방법이나 임팩트좀 사라지게 해주세요....
2018.09.04. 12:07,"기도카드 초기화 및 고양이 코인 관련간단하게 두 가지 건의드립니다.1. 직업변경이 나왔는데... 기도카드 비싸고 구하는 것도 한정된 거 아실겁니다. 문제는 이로 인하여 직업변경시 쓸모없거나 낭비되는, 즉 다른걸 올리는게 더 나은 경우가 발생한다는 겁니다. 따라서 직변이 나온이상 기도카드도 초기화 할 수 있는 것이 필요하다고 생각됩니다. 부디 꼭 되었음 좋겠군요. (feat. 축복도)2. 얼마전 고양이코인 두 배 초기화 관련하여 버그게시판에 올렸는데 답도없고 조치도 없습니다.  여러 경우를 분석해보니 어떤 시점 이전으로 고양이 코인이 초기화 된 것 같기도 하구요. 랜덤으로 없어지거나 생긴 것 같기도 합니다. 사실 크게 문제되지않아서 그렇지 이거큰 문제입니다. 횟수가 정해져 있는데 누구는 같은 금액으로 두배의 코인을 취득한다? 말도 안되는거지요. 꼭 심각성을 알고 조치를 취해주세요!ㅡ기도카드 초기화! 고양이코인 두배 버그 조치  요구!"
2018.09.04. 09:05,"고통의 연마 퀘스트집사 퀘스트 중 고통의 연마 퀘스트가, 이미 초월 끝난 메인캐에서만 진행되고 증표도 메인캐에게만 들어가네요. 부캐들이 수령하게 할 수는 없습니까? 이미 메인캐에 하나 들어가 잇는 증표도 옮길 수 있으면 좋겟습니다."
2018.09.04. 00:07,펫 위에 선물상자 보이게 해주세요 !!!!!!!!!!!!!!!!!!!!!!!!!!!!펫 위에 선물상자 보이게 해주세요 !!!!!!!!!!!!!!!!!!!!!!!!!!!!주먹밥 수급이 안되잔아요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111보이게 해달라고요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2018.09.04. 00:05,영자님에게 도움 되는애기인데라그m카페말인데요모바일이나 PC로 아시는 분이 있다면 도움청해 주시면 안될까요 전 라그m 을 하면서 그동안 느끼는 것이 있어서 그런지 제대로 모바일 쪽에서 한명 pc 쪽에서 한명만 있으면 하는 바램입니다너무 카프라님만 카페운영 하시는것 같아서조금 불편 합니다 .....
2018.09.03. 21:42,같은계정내에서 아이템 옮기는거 로그인아웃 안해도되게하면 안되나요?어차피 창고 열어서 옮기느건데 3캐릭 로그인 아웃하는데 시간잡아먹고 일일이 공용창고로 옮기는데 시간가고 서버에도 별로안좋은거같은데 같은계정이면 3캐릭 아이템 다 볼 수있게해주면 안되나요? 돈은 똑같이 99제니 차지하면 되자나요
2018.09.03. 21:14,"카프라님 읽어주세요저는 시작한지 얼마되지않아 템쪽은 잘모르겠고 룩&고코쪽으로 건의해보려합니다 미리 오타 양해바래요. 음 일단 게임에서 룩은 참 중요하다 생각합니다 물론 자기만족이긴하지만 ㅋㅋ연뽑기나 가챠들보면 확률상문제는 진짜 확실하다고 보고요, 카프라님도 댓글 보셨지않습니까 연뽑기는 빼도박도못하는거고 그부분에있어서는 잡템을 좀 빼시던지 의상 꼬리 무기등 쓸만한(?)템들의ㅔ 확률을 올려주시던지에 대한 조치는 꼭필요할것같네요 지금상황에서 고코 2배이벤트를 한다한들 뭐 달라지겠나요 ㅋㅋ또 돈만날릴게 뻔합니다 저같은 경우는 한주에만 20만원가랑 사용했지만 의상은 개뿔 잡템에 그나마 건진거라곤 한설무기 뿐입니다이 한설무기에대해서더 하나 건의드리고싶네요 물론 지금 시점에선 이부분이 제일 수정됐으먄 좋깄는 바람이지만 **한설무기 1회 한에 교환할수있게 해주세요** 이거 하나뽑는데 11만원은 기본 깔고갑니다 직접 만드셨으니 확률은 잘 아시겠죠 거지같은 확률뚫고 얻은건데 쓰다보니 무기를 바꾸고싶네요 근데 캐릭터를 삭제하려해도 무기때문에 아까워서 못지워요 ㅋㅋ; 한번정도나 그것도안되면 제니로라도 바꿀수있게하주세요 빨리 바꿔주시길 바랍니다 장난하는것도아니고 이건뭐 일회용이잖아요?두번째로는 **캐시템응 거래소에서 거래가능하게 바꿔주세요**가챠에서 아이템을 뽑았지만 저장&부캐에 사용하여도 남는경우가 다반숩니다 그럼 티켓으로 교환하는수밖에없는데 어중간하게 남는경우가 많아요 한두푼 지르는것도아니고 한번에 5만 이상씩 현질하는데 적어도 5개는 되팔아야 고작 한번 티켓으로 돌릴수가있죠. 그렇게 아까운 5500원(고양이코인 30원어치)를 날리고 싶진않네요 무과금분들도 룩템 착용가능하도록 거래소에서 비싸더라도 거래가능하게 바꿔주세요 나름 괜찮은 아이디어라 생각하는데 이젠 유저들생각도 좀더 해주샸으면 합니다※이건 그냥 개인적 바람이지만 한달에 한번씩 연가챠가 뜰때 인기상품 1~2개씩 ro코인샵에 고양이코인으로 등록해주세요 몇천코인을 써도 안나오니 다쓰고나면 정신분열 오는것같네요 ㅋㅋㅋㅋ※제발 읽고 참고라도 해주셨으면 합니다.."
2018.09.03. 14:09,개발자님 룩템 환불..제발 제발 퀘템으로 사는 룩템 환불 1회만 가능하게 해주십쇼 ㅠㅠㅠㅠ 검이 멋있길래 검 샀는데 의상무기가 현재 쓰고있는 템과 같아야 하는 줄은 몰랐어요 ㅠㅠ ... 코인을 더 얻을 수도 없고 기회가 더 없다는게 가슴아픕니다 ㅠㅠ
2018.09.03. 10:45,사이트범위늘려주세요ㄳ
2018.09.03. 02:25,프로불편러인데요 창고에 제니 저장하게해주셈제니 모아야하는데 제니 보이기만 하면 쓰고싶음.적금식으로 하루 백마넌씩 맡기려고여.?계정 공유대는 창고에 만들어주면 더 땡큐???빼애애어ㅐ앵
2018.09.02. 23:02,공성게시판좀 만들어주세요 GvG 결과표나 공성관련 이야기할수있는 게시판을 만들어주세요
2018.09.02. 13:02,고코 두배 됐던거언제쯤 피드백있나여빨리 고앵이 헤드셋 뽑게 해주세요
2018.09.01. 21:16,"화살 관련 건의합니다.PC판에 있던 은화살이나 그림자화살, 철화살 만들어주세요.그리고 페이욘 속성석→화살 NPC 하나하나 바꾸기 불편한데 한번에 바꿀수 있게 갯수 선택 가능하게 해주세요."
2018.09.01. 20:59,작업장 아이디들지하수로 퍼밀리어  전채널에 작업장 아이디가 다 먹고있는던가요?채널 10번 옮겨봤는데 다 그러네요..
2018.09.01. 20:07,주먹밥이랑 길드 보상 아이콘 날아간듯한데... 살려줘요케릭 접속해놓고 한번씩 허공 눌러봄 ㅋㅋ
2018.09.01. 17:50,왕실마도기어투구 건의 드립니다.카트나 마도기어처럼 별도의 칸을 만들어서 마도기어 탑승시에만 나오게 해주세요..마도기어에서 내렸을때도 쓰고 있으니...이건 뭐...500만젠 쓰고 완전 병맛이네요...아니면 환불 가능한 기능을 추가 부탁드려요
2018.09.01. 15:30,성전환 코인으로 팝시다성전환좀 다시하게 도와주세요 제발..
2018.09.01. 14:01,"공략팁게시판 관리좀 해주세요질문글 도배가 되다시피하며, 알고싶은 정보도 찾기 힘들어지네요추천많이 받은 게시글만 따로 모아두는 게시판을 만들던지 아니면 공지로 올려주던지 관리좀 해주세요"
2018.09.01. 11:51,한설무기한설무기 처음에 창으로 사용햇지만 활로 할걸 하는 후회 너무많이드네요 본캐를바꾸려해도.. 이거뽑기위해 얼마나 돈을 퍼부었는데 이정돈 해줄수있지않나요 아니면 횟수를 정하던해서 최초1회정도는 바꿀수있게해주세요 아님 돈들이는것도 괜찮으니까
2018.09.01. 11:31,"카프라님 크리 이펙트 ... 옵션으로 빼주던가, 원복하던가..번쩍번쩍해서 화면을 못보겠어요.옵션 다 빼고 해도 뻔쩍이는 건 안 없어져요."
2018.09.01. 03:43,첫충전  두배  코인 사라짐.오늘  코인좀  사려고 첫충전  두배  3가지  남겨놧는데  첫충전 코인들이. 사라졌네요??? 어찌된건지. . .
2018.08.31. 21:23,렉좀 아... 유저들이 왜 화났는지 아나? 진.행.상.황 올리라고요~거참 답답하네....공지 하나 올리는게 그렇게 힘드나?마지막 공지가 화면 끊김으로 인한 패치 8월 30일 23시 (적용완료) 인데...이게 완료라고?? 이게???? 앙??참나
2018.08.31. 21:07,아니 진짜 버그를 알면... 쫌...아니 렉과 버그같은 문제를 알면 공지를 띄우고 소통을하세요.지금 사태를 알고았는지 모르는지 고치는지 처노는지모르니까 유저들이 답답해하고 호구로본다고 느끼는거 아닙니까글하나 쓰는게 뭐 어렵다고.. 당장 고치랍니까... 그냥 글하나면 이해해주는데그게 귀찮아서 쌩욕듣고... 아니지 걍 안보는거겠지... 에휴...패치내용도 2~3일전에 툭.. 이벤트도 뜬금없이 툭..타게임 공카가봐여.. 올해의 업데이트 계획부터 일일이 미리 알려주고 소통하고..그런것이 운영입니다.이러니 공카가 버그나 렉걸릴때만 활성화되지...게임 운영하면서 돈받고 살면 자그마한 노력하세요 귀찮다고 내팽게치지말고.
2018.08.31. 20:58,채팅렉좀 어떻게 해봐 제발채팅한번 칠때마다 3초씩 렉이 걸려왜이러는거야 대체뭔 짓을 한거야?
2018.08.31. 20:50,렉렉렉!!렉 늘리는 패치하셨어요?이게 무슨 업뎃이야 다운뎃아님?ㅉㅉ
2018.08.31. 20:03,처음 글 올립니다.서버가 욕나오네요. 아직도 이모양에 놀랐고 훈련장은 몹들이 순간이동과 데미지 무효스킬을 쓰고 데미지는 근거리가 원거리에서 들어오고 서버도 헬 훈련장도 헬 그지같네요
2018.08.31. 19:14,채팅랙 고치라 했더니 영구계정정지를 때려버리네아이디 : 닉네임4303449303 법사로봇10호4303449821 법사학학014303867162 위자드엄청쌔4303867195 초강력법딱이4303869191 마법전사뿡뿡뿡계정정지 다 풀어주쇼아니 다중클라가 영구정지사항인가?환불 악용한다거나 매크로 사용한다거나 현거래했다거나 그런거 일절 없이워록이나 룬나등?케릭들 템 맞추려면 억단위 들어가니까 케릭들 돈 모아서 템 맞추려고 계속 부캐 삭제 생성 반복하면서 저렙존에서 사냥했는데 왜 이유도 없이 영구정지 때리냐?미쳣나 진짜요즘 호넷밭에 작업장 케릭들 넘쳐가지고 효율 안 나와서 쫓겨나듯이 구석탱이에서 사냥하다가 영구정지까지 쳐먹네작업장 케릭들이나 영구정지?때리쇼 엉뚱한 사람 영구정지 때리지 말고작업장 케릭들은 무슨 한 서버당 8마리씩 바퀴벌레마냥 다른 서버 돌아다니는곳마다 득실대던데걔내들은 냅두고 엉뚱한 사람만 조지네부캐 쫄 프리 돌리고 다중 계정돌리는 사람은 다 영구정지 대상임?아니 왜 일처리르 이따구로해
2018.08.31. 16:12,ro포인트 기간 연장 or 기간 폐지 건의합니다. 저처럼 한달에 한번정도 결제하는 유저는 쓸일때는 정작 없어져서 쓰지를 못해요.3달~6달정도 라도 연장을 해주시면 좋을것 같습니다. 기간 무제한도 좋고요.
2018.08.31. 14:51,채팅창 렉언제?쯤?렉없어지는거냐
2018.08.31. 11:15,렉좀 빨리 고쳐놔요!!!!사냥하다가 채팅하려고 채팅 누르면계속 멈춰있다가 누워버림 ㅡㅡ짜증!!! 빨리좀 고쳐줘요!!!!
2018.08.31. 10:54,패치이후 크리티컬 눈 아퍼요이번 8월 패치후 크리티컬 터질때마다 눈 아프네요.
2018.08.31. 09:57,"부케릭의 메리트가 너무 적습니다.부캐릭 메리트가 적어요.도감? 이건 좋습니다.일단 퀘스트공유가안되서 다시깨야하는 귀차니즘도 있지만 (이건 타게임도 비슷하니 넘어가고)창고로 제니 교환안되고,그렇다고 워프가 공유되는것도 아니고,서로 제자 스승을 할수있는것도 아니고그런데 정작 아이템을 사거나 할때 계정제한 아이템들은 부캐릭으로 못사고(게시판 완료 스크롤이나 RO샵 금공훈 등)그러면서 한정특권같은건 캐릭제한이고..우편물은 계정종속이라, 한놈만 받을수있고..개선했으면 합니다..최소한이라도 워프 공유나, 아이템 계정제한을 풀거나.. (일부아이템만 제한을 거는건,, 이벤트성이라던가)한정특권이야 돈벌이니까 뭐라안하겠지만."
2018.08.31. 09:19,카프라님..크리 이펙트 동영상입니다..아직은 허접한 캐릭이지만..차근차근 광크리기사 육성죽인 유저입니다..카프라님..크리이펙트 동영상 올려 드립니다..카프라님도 이런 화면을 장시간 본다고 생각하면 기분이 어떨까요..라그나로크M의 글자들 크기가 너무작아핸드폰을 가까이서 보게 되는데..크리 이펙트 때문에 눈이 아파 화면을 장시간 보기가 힘듭니다..크리 이펙트 ON/OFF 기능이라도 넣어 주세요..
2018.08.31. 08:49,"카프라님, 저 눈이 아파요. 라그 전반적으로 이펙트 효과들이 번쩍이지 않고, 부드러운 느낌이 매우 좋았는데, 이번에 새로 개발한 위의 이펙트는 심한 번쩍임으로 인해눈에 부담이 많이 됩니다. 제 경우 mini 몹 잡을때 아에 눈을 감고 공격 버튼만 누르네요. 개발하느라 수고하셨지만, 예전으로 roll back 을 부탁드립니다."
2018.08.31. 08:00,C등급 모험가 퀘스트 초기화후...멘붕이번 업데이트로 초기화대고나서 c등급 모험가 퀘를다시받을수가없네요 마을다돌아봐도 페이욘에서받는걸로아는대 ... 해결좀해주세요
2018.08.31. 01:11,공헌2배이벤트!! 내일부터는 계정내 캐릭을 바꿀수있게라도 조치해주십시오.ㅇ
2018.08.31. 01:08,공헌2배이벤트 공지과실 맞자나여제대로 설명 안해주고 누가 봐도 헷깔리게 공지띄워놓고 머하시는건지지금이라도 케릭바꺼서 남은 2배이벤트 진행할수있게 조취해주시죠
2018.08.31. 01:07,길드기부 조작아님?아니쉬벌 졸라비싼것만 나오는것도 이상한데 똑같은거 연타로계속나오네?보스재료가몇갠데 ㅅㅂ 또 조작한거아님?
2018.08.31. 00:43,고양이코인 2배이벤트 해주세영~패치이후 복불복으로 고양이코인?2배없어진분도 계시고 생긴분들도있는데 공평하게 2배이벤트해주세영~
2018.08.31. 00:38,"이상/초과 와 이하/미만에 대한 표기레벨 85인 유저인데요...85레벨 이하인 유저라고 써있어서 주먹밥으로 교환했는데,,이하면 85레벨도 포함하는 거잖아요~ 근데 85레벨 미만의 임무만 된다는 얘기였는지 사용이 안 돼요ㅠ,ㅠ 힝... 내 아까운 주먹밥.. 먹을 수도 없고..숫자에 대한 설명은 오해의 소지 없이 정확하게 표현 부탁드립니다...감솨합뉘다.."
2018.08.30. 23:23,패치해도 렉이 있는디?패치해도 렉있다 다시 해라 채팅렉 쩐다
2018.08.30. 22:59,렉좀 어떻게 해라 진짜렉좀 ?어떻게 해요 ?렉 때문에 ?게임을 할 수가 없네 진짜
2018.08.30. 22:23,스킨템퍼링에 관해서 명확하게 설명 좀 해주세요.-. 블랙스미스 계열의 룬 스킬 스킨 템퍼링의 효과가 적용되지 않던 현상이 수정됩니다.카프라님이 공지에 직접 적으신 내용입니다.누가 봐도 적용되지 않던게 적용되게 바꾼다는 말로밖엔 안들리는데어떻게 부스트너클 딜량이 다운되는 상황이 생깁니까?
2018.08.30. 21:40,겜을 이따구로 운영하냐 왜한두번도 아니고 정도껏해야지진짜
2018.08.30. 21:37,길드원들 죄다 렉 심하다고 아우성중이대로가면 접을 수 밖에 없어요.빨리 조치 좀 취해봐요.
2018.08.30. 21:31,화면 멈춤퀘스트 때문에 고성외곽에 있는 쌍둥이별할 만 누르면 화면이 멈춰요 ㅠ왜그런거죠?
2018.08.30. 21:30,게임 할 수가 없는 지경인데 영자 일 안하냐?곧 망하겠네 이러다
2018.08.30. 21:28,챗창.사냥 렉솔찍히 업댓이라해놓고 몇백배는 렉심해졌는데 이건좀아니지않습니까
2018.08.30. 21:17,제발 공지라도 올려줘요 시발거 게임을 못하겠어요
