hashtags,numoflikes,date
"['#라그나로크M', '#그라비티', '#Gravity', '#라그M', '#EP5', '#업데이트', '#펫', '#펫수첩']",좋아요 10개,2018년 11월 27일
"['#남자상의', '#몽클', '#스톤아일랜드', '#스톤', '#몽클레어', '#버버리', '#보테가', '#봄신상', '#제주도', '#여행', '#벚꽃', '#나들이', '#나이키', '#아디다스', '#스파이더', '#트레이닝', '#슈트', '#데쌍트', '#겔러시9', '#스마트폰', '#인스타', '#페이스북', '#리니지m', '#라그나로크m']",좋아요 10개,2018년 03월 16일
"['#라그나로크M', '#소녀시대', '#윤아', '#서프라이즈', '#서강준', '#모바일게임']",35,2018년 03월 13일
[],좋아요 9개,2018년 05월 27일
"['#축구', '#대박', '#장하다대한민국', '#라그나로크M', '#우리나라', '#대한민국', '#스웨덴전에서도요롷게만해줬다면', '#멕시코야스웨덴좀이겨주지', '#16강', '#마무리']",좋아요 20개,2018년 06월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#길치', '#지도', '#맵', '#친절한_라그M']",좋아요 7개,2018년 03월 29일
"['#구글기프트카드', '#구글기프트카드할인', '#구글기프트코드', '#구글기프트카드온라인구매', '#리니지m', '#검은사막m', '#라그나로크m', '#리니지m다이아', '#검은사막모바일', '#맞팔', '#선팔', '#선팔하면맞팔', '#팔로우', '#팔로워', '#팔로워늘리기', '#친구구함', '#선팔맞팔', '#선팔해요', '#맞팔해요', '#맞팔해요우리', '#뮤오리진2', '#피파온라인4']",좋아요 9개,2018년 05월 24일
"['#Repost', '#라그나로크M', '#사전예약']",좋아요 64개,2018년 02월 14일
"['#라그나로크m', '#지스타', '#지스타2017', '#그라비티', '#이다연', '#모델', '#행사', '#전시', '#벡스코', '#부산', '#울산', '#양산', '#증산', '#촬영']",좋아요 36개,2017년 11월 21일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#오밍키', '#오아희', '#카프라', '#그라비티', '#라그나로크M']",좋아요 2개,2017년 11월 22일
"['#라그나로크M', '#그라비티', '#gravity', '#daily', '#instadaily', '#instagood', '#instalike', '#instagram', '#model', '#korea', '#seoul', '#taipei', '#gameshow', '#selca', '#selfie']","1,905",2018년 01월 27일
"['#제법', '#할만함', '#이제', '#시작', '#게임', '#라그나로크m', '#가즈아']",좋아요 19개,2018년 05월 13일
"['#사랑해요', '#그라비티', '#우리모델들', '#지스타', '#라그나로크M', '#뒷풀이', '#애프터파티', '#gstar', '#잇수다에이전시', '#모델에이전시', '#이너스컴', '#gravity', '#daily', '#instadaily', '#instagood', '#instalike', '#instagram', '#model', '#korea', '#seoul', '#이태원', '#경리단길', '#샹', '#감사합니다']",좋아요 247개,2017년 11월 30일
[],좋아요 5개,2019년 05월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#게임', '#모바일게임', '#정월대보름', '#부럼', '#보름달']",좋아요 56개,2018년 03월 02일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그나로크온라인', '#라그나로크모바일', '#사전예약', '#우리들의_새로운_이야기가_시작되는_곳']",좋아요 55개,2018년 02월 26일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#탈것', '#그리폰', '#쁘띠', '#하티', '#마도기어']",좋아요 18개,2018년 07월 16일
"['#김하유리', '#하이프리스트하율', '??#model']",좋아요 91개,2018년 01월 31일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 6개,2019년 05월 21일
['#지지페이'],좋아요 11개,2018년 07월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#신규_직업_소개', '#로그', '#스토커', '#라그M']",좋아요 9개,2018년 04월 27일
"['#라그나로크m', '#후잡']",좋아요 9개,2018년 03월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#결혼', '#영원한_사랑', '#신랑', '#신부']",좋아요 29개,2018년 05월 16일
"['#그라비티', '#라그나로크', '#라그나로크M', '#고양이', '#용병', '#아포', '#드립', '#꿀잼']",좋아요 19개,2018년 03월 31일
"['#라그나로크m', '#자동사냥', '#인스타소홀해짐', '#둘째나오면불가능']",59,2018년 03월 22일
"['#승무원', '#오프데이', '#쉬는날', '#노는날', '#게임', '#라그나로크m', '#추억팔이', '#커플게임', '#장거리연애의온라인데이트법', '#내가가진온갖전자기기총동원']",좋아요 29개,2018년 03월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#펫', '#동물원', '#나의_유일한_스토커', '#말도_많답니다']",좋아요 46개,2018년 03월 08일
"['#몸살각', '#하트', '#뿅']",좋아요 822개,2018년 01월 30일
"['#model', '#촬영', '#koreanmodel', '#모델', '#포즈', '#포즈모델', '#ASUS', '#레이싱모델', '#GSTAR2017', '#벡스코', '#직장인', '#대전', '#캐논', '#마크3', '#ef70200mm', '#mark3', '#만투', '#2017지스타', '#부산', '#지스타', '#그라비티', '#라그나로크', '#라그나로크M', '#카프라', '#카프라모델', '#퍼포먼스', '#한소울', '#쏘우리']",좋아요 55개,2017년 12월 06일
"['#핸드폰게임', '#모바일게임', '#안드로이드', '#라그나로크m', '#곱창', '#화사곱창', '#마마무', '#게임추천']",좋아요 5개,2018년 07월 17일
"['#라그나로크m', '#프리스트']",좋아요 8개,2018년 04월 04일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#소장각', '#시계탑_마녀의_외출', '#매직_크리에이터_연']",132,2018년 07월 20일
"['#라그나로크M', '#라그M', '#그라비티', '#이벤트', '#당첨자발표', '#감사합니다']",좋아요 23개,2018년 04월 30일
"['#그라비티', '#라그나로크', '#라그나로크M', '#NPC', '#못친소', '#N친소', '#NPC_친구들을_소개합니다']",좋아요 36개,2018년 03월 12일
"['#라그나로크m', '#지스타', '#지스타2017', '#그라비티', '#이다연', '#모델', '#행사', '#전시', '#벡스코', '#부산', '#울산', '#양산', '#증산', '#촬영']",좋아요 32개,2017년 11월 21일
"['#라그나로크m', '#포링', '#다미', '#ragnarokmobile']",좋아요 460개,2018년 03월 14일
"['#부산', '#벡스코', '#라그나로크m', '#그라비티', '#모델', '#레이싱모델', '#한가은', '#가웅베베', '#김하율', '#갓하율']",좋아요 46개,2018년 02월 22일
"['#부산', '#벡스코', '#지스타', '#모델', '#소이', '#그라비티', '#라그나로크m', '#카프라']",좋아요 29개,2017년 11월 27일
"['#korea', '#busan', '#snap', '#daily', '#nikon', '#d810', '#gstar2017', '#bexco', '#부산', '#지스타', '#벡스코', '#라그나로크m', '#한가은', '#김하율']",좋아요 51개,2017년 11월 22일
"['#라그나로크', '#라그나로크m', '#라그나로크제로', '#사전예약', '#으악', '#이거아는사람']",좋아요 5개,2017년 12월 01일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#오버히트']","좋아요 1,030개",2018년 05월 09일
"['#라그나로크m', '#모바일게임', '#자캐', '#일상', '#게임스타그램', '#게임']",좋아요 19개,2018년 03월 20일
"['#라그나로크M', '#라그M', '#그라비티', '#Gravity', '#EP5', '#전투곰', '#내스타일', '#신규펫', '#6vs6전투', '#랭크모드']",좋아요 14개,2018년 12월 12일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#프렌즈마블']","좋아요 1,011개",2018년 04월 16일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#펫', '#포획', '#일반_공격', '#같은_실수를_반복하지_말자']",좋아요 13개,2018년 04월 28일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 8개,2017년 11월 22일
"['#라그나로크m', '#중딩때하던게임', '#15년전게임', '#추억팔이', '#ragnarokmobile']",좋아요 22개,2018년 03월 23일
"['#게임', '#라그나로크m', '#아이스팩', '#필립헤어', '#맞팔', '#선팔하면맞팔', '#게임스타그램', '#핸드폰게임']",좋아요 42개,2018년 04월 15일
"['#포링', '#마트료시카', '#심장어택', '#세젤귀', '#라그나로크M', '#쪼꼬미_포링도_있음']",131,2018년 03월 16일
"['#라그나로크', '#라그나로크m', '#온라인게임', '#게임', '#게임스타그램', '#게임중독', '#일상', '#취미', '#모바일게임', '#중독', '#중독성', '#재밌다', '#기억새록새록', '#옛날생각', '#동심의세계', '#오늘', '#데이트', '#ragnarok', '#ragnarokonline', '#ro', '#onlinegame', '#mobilegame', '#ragnarokmobile', '#nostalgia', '#addicted', '#gameaddict', '#igdaily', '#dailygram', '#instadaily', '#gaminglife']",좋아요 43개,2018년 03월 19일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#제련MATK', '#제련ATK', '#정련', '#용선생']",좋아요 10개,2018년 07월 31일
"['#그라비티', '#라그나로크M', '#라그M', '#포링', '#포링_도자기_성공or실패']",267,2018년 07월 04일
"['#MVP', '#라그나로크m', '#덕질스타그램', '#집착의아이콘', '#성실의표본', '#축복캐릭', '#촌놈이름없애기프로젝트']",좋아요 17개,2018년 04월 08일
"['#그라비티', '#라그나로크', '#라그나로크M', '#캐릭터_소개', '#헌터']",97,2018년 03월 14일
"['#wolf_s_forest', '#wolf_doll', '#울프돌', '#코스프레', '#cosplay', '#무대의상', '#코스프레의상', '#광고의상', '#라그나로크m', '#지스타']",좋아요 27개,2017년 11월 16일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 3개,2019년 05월 22일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#꽃', '#향수', '#아이템', '#이제_당당하게_플레이하세요']",좋아요 15개,2018년 05월 21일
"['#갸아아아악', '#전직', '#어쎄신크로스', '#어크', '#라그나로크m']",좋아요 12개,2018년 03월 29일
"['#라그나로크M', '#라그나로크', '#그라비티', '#라그M', '#GVG결전']",95,2018년 07월 28일
[],좋아요 76개,2018년 03월 14일
"['#한소울', '#쏘우리', '#카프라', '#지스타', '#지스타2017', '#gstar', '#gstar2017', '#벡스코', '#그라비티', '#라그나로크', '#라그나로크m']",좋아요 28개,2017년 12월 30일
"['#일상스타그램', '#미디어패드', '#미디어패드m3', '#태블릿', '#라그나로크', '#라그나로크m']",좋아요 15개,2018년 04월 05일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#애장품', '#맵_곳곳에_숨겨져_있는_애장품을_찾아보아요', '#보물찾기_시작']",좋아요 9개,2018년 07월 11일
['#저자본'],265,2018년 07월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#요리', '#셰프', '#주방장', '#의식의_흐름', '#똥_손은_새로운_요리가']",142,2018년 03월 13일
"['#instasize', '#취미', '#라그나로크M', '#무과금', '#업뎃', '#일상', '#어쎄신', '#하이프리스트', '#성일이']",좋아요 24개,2018년 05월 02일
"['#라그나로크M', '#라그나로크', '#라그나로크PC', '#영원한', '#라그나로크사전예약', '#녹스', '#녹스앱플레이어']",좋아요 77개,2018년 02월 08일
"['#이다연', '#댕댕', '#카프라', '#지스타', '#지스타2017', '#gstar', '#gstar2017', '#벡스코', '#그라비티', '#라그나로크', '#라그나로크m']",좋아요 26개,2017년 12월 30일
"['#럽스타그램', '#게임스타그램', '#커플스타그램', '#럽', '#럽스타', '#데이트', '#self', '#인스타그램', '#Instasize', '#instagr', '#like4like', '#좋아요', '#데일리', '#daily', '#부산', '#거제도', '#라그나로크m', '#여봉이를스승으로', '#내생애첫게임', '#한번하니빠져듬', '#떨어져있을땐', '#온라인에서만나요', '#앞컷', '#뒷컷', '#온라인', '#친구들과', '#양탄자타고']",좋아요 51개,2019년 01월 16일
"['#강타', '#프론테라', '#라그나로크m']",좋아요 46개,2018년 04월 14일
"['#모델', '#이다연', '#레이싱모델', '#모델', '#지스타', '#그라비티', '#라그나로크M', '#부산', '#제1전시장', '#인스다그램']",좋아요 111개,2017년 11월 30일
"['#그라비티', '#라그나로크', '#라그나로크M', '#글레스트헤임', '#수많은_악마들이_살고있는_글레스트헤임']",114,2018년 04월 13일
"['#윤아', '#두번째', '#라그나로크m']","1,096",2018년 03월 11일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']",좋아요 240개,2018년 05월 24일
"['#애플환불', '#삼국지블랙라벨', '#삼국지M', '#검은사막m', '#뮤오리진2', '#이터널라이트', '#운명']","좋아요 1,036개",2018년 06월 12일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']",좋아요 813개,2018년 05월 24일
"['#남자겉옷', '#몽클', '#스톤아일랜드', '#스톤', '#몽클레어', '#버버리', '#보테가', '#봄신상', '#제주도', '#여행', '#벚꽃', '#나들이', '#나이키', '#아디다스', '#스파이더', '#트레이닝', '#슈트', '#데쌍트', '#겔러시9', '#스마트폰', '#인스타', '#페이스북', '#리니지m', '#라그나로크m']",좋아요 3개,2018년 03월 16일
"['#지스타', '#지스타2017', '#게임전시회', '#벡스코', '#bexco', '#그라비티', '#라그나로크m', '#모델', '#레이싱모델', '#김하율']",좋아요 23개,2017년 11월 21일
"['#라그나로크M', '#그라비티', '#Gravity', '#라그M', '#EP40', '#소켓', '#무기소켓', '#액세서리소켓', '#오자트']",좋아요 9개,2018년 08월 09일
"['#그라비티', '#라그나로크M', '#크레용아트', '#크레파스', '#비가_폭우_수준', '#고론도_우산_좀_씌워줘', '#고양이용병', '#메이사', '#아포', '#고론', '#샨키']",120,2018년 06월 01일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고양이', '#용병', '#아포', '#사냥', '#전투형', '#작은_냥이가_맵다']",398,2018년 04월 12일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#아프리카TV', '#서윤', '#서윤갓', '#로이갓']",좋아요 19개,2018년 04월 05일
"['#라그나로크', '#라그나로크m', '#그라비티', '#1주년', '#이벤트', '#신규', '#케릭터', '#소개', '#정보', '#뽑기', '#꿀팁', '#쿠폰']",좋아요 10개,2019년 04월 05일
[],좋아요 25개,2018년 07월 09일
"['#양대마켓_1위', '#라그나로크M', '#라그M', '#24시간_와글와글', '#그라비티', '#속보']",좋아요 30개,2018년 03월 16일
['#라그나로크m'],좋아요 3개,2018년 03월 18일
"['#다죽여줘', '#눈뽑히겠다']",좋아요 34개,2018년 03월 16일
['#리니지m'],좋아요 3개,2018년 03월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#카메라', '#사진', '#작가', '#장인', '#사진_촬영_꿀잼']",좋아요 24개,2018년 03월 17일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 5개,2019년 05월 25일
['#리니지m'],좋아요 9개,2018년 03월 19일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 116개,2018년 03월 14일
"['#그라비티', '#라그나로크', '#라그나로크M', '#요리', '#셰프', '#주방장', '#그릴', '#실패는_성공의_어머니', '#화재에_주의하세요']",118,2018년 03월 13일
"['#애플환불', '#삼국지블랙라벨', '#삼국지M', '#검은사막m', '#뮤오리진2', '#역천', '#운명']","좋아요 1,014개",2018년 06월 12일
"['[#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#뷰디오', '#화이트데이', '#선물같은남자', '#사탕말고서강준']","1,945",2018년 03월 14일
"['#첫줄', '#지스타', '#라그나로크m', '#그라비티', '#2017지스타', '#모델', '#레이싱모델', '#오아희', '#model', '#Photography', '#Photo', '#용쓰넵', '#Yyong']",좋아요 31개,2017년 11월 27일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 3개,2017년 11월 22일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#뮤비']",108,2018년 03월 16일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 144개,2018년 03월 27일
"['#라그나로크m', '#지스타', '#지스타2017', '#그라비티', '#이다연', '#모델', '#행사', '#전시', '#벡스코', '#부산', '#울산', '#양산', '#증산', '#촬영']",좋아요 88개,2017년 11월 27일
['#라그나로크m'],좋아요 15개,2018년 03월 19일
"['#김하율', '#한가은', '#그라비티', '#라그나로크m', '#부산', '#2017지스타', '#지스타', '#코스프레', '#귀욤', '#섹시', '#미녀', '#모델', '#레이싱모델', '#모델촬영', '#인물사진', '#model', '#portrait', '#일상', '#스냅', '#취미', '#감성', '#여행', '#출사', '#소통', '#travel', '#daily', '#canon', '#5dmark3', '#새아빠백통']",좋아요 71개,2017년 11월 27일
[],좋아요 2개,2018년 03월 25일
['#리니지m'],좋아요 4개,2018년 06월 10일
['.#ga'],좋아요 11개,2018년 09월 27일
"['#라그나로크m', '#산들바람', '#패치끝나라', '#취미']",좋아요 28개,2018년 07월 12일
"['#라그', '#라그나로크m', '#라그나로크모바일', '#모바일게임', '#game', '#mmorpg', '#야경', '#야경스타그램']",좋아요 11개,2018년 11월 08일
"['#라그나로크M', '#게임게임']",좋아요 1개,2019년 05월 22일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']",좋아요 185개,2018년 05월 24일
"['#김하율', '#한가은', '#그라비티', '#라그나로크m', '#부산', '#2017지스타', '#지스타', '#코스프레', '#귀욤', '#섹시', '#미녀', '#모델', '#레이싱모델', '#모델촬영', '#인물사진', '#model', '#portrait', '#일상', '#스냅', '#취미', '#감성', '#출사', '#소통', '#travel', '#daily', '#canon', '#5dmark3', '#새아빠백통']",좋아요 110개,2017년 11월 21일
['#라그나로크m'],0,2018년 03월 05일
"['#hi', '#라그나로크M', '#마냥좋아', '#즐겜', '#귀여운게임', '#게임스타그램']",좋아요 13개,2018년 07월 21일
"['#라그나로크M', '#라그나로크', '#사전예약', '#모바일게임', '#RPG']",좋아요 15개,2018년 03월 05일
"['#Ragnarok', '#라그나로크M', '#윤아', '#서강준', '#강타', '#컬러리스트', '#김성환', '#컬러그레이딩', '#영상후반', '#디지털팩토리', '#디팩', '#Colorist', '#SunghwanKim', '#ColorGrading', '#DI', '#PostProduction', '#DigitalFactory']",92,2018년 03월 24일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#재료', '#요리', '#상자', '#인벤토리_걱정_끝', '#계정_공유_가능']",좋아요 7개,2018년 08월 03일
"['#포링', '#데비루치', '#고블린', '#몬스터', '#캔들', '#그라비티', '#라그나로크M', '#원형_캐틱터가_더_귀여운_건_안_비밀']",113,2018년 05월 03일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 3개,2019년 05월 27일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 7개,2019년 05월 21일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#집사', '#덴틀러', '#카밀리아', '#퀘스트', '#고양이티켓']",좋아요 14개,2018년 07월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#도둑', '#씨프', '#오해_마세요_그런_도둑_아닙니다']",87,2018년 03월 16일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 5개,2019년 05월 23일
"['#모델오아희', '#오아희', '#레이싱모델', '#모델', '#2017지스타', '#제1전시장', '#PPL', '#라그나로크M', '#무제봉']",좋아요 139개,2017년 11월 28일
"['#그라비티', '#라그나로크m', '#카프라', '#대만게임쇼', '#엄지척']",좋아요 441개,2018년 01월 26일
"['#라그나로크M', '#그라비티', '#Gravity', '#남과여', '#결혼', '#후', '#풍부해진', '#데이트코스', '#스킬', '#사랑', '#참', '#좋다']",좋아요 20개,2018년 05월 29일
"['#그라비티', '#라그나로크', '#라그나로크M', '#포림', '#네모네모_포림']",좋아요 28개,2018년 03월 28일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 386개,2018년 05월 24일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고블린왕국_축제_이벤트', '#마스테라의씨앗']",좋아요 19개,2018년 04월 04일
"['#라그나로크M', '#게임하다가', '#드는생각', '#미세먼지', '#몰려오는거같음', '#사막이라서그런가', '#daily', '#ㅋㅋㅋ']",좋아요 10개,2018년 04월 03일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",234,2018년 03월 14일
['#으아'],77,2018년 07월 27일
"['#라그M', '#그라비티', '#라그나로크', '#라그나로크M', '#구글기프트카드', '#문화상품권', '#이벤트', '#라그M_소식을_알리자']",좋아요 11개,2018년 03월 30일
"['#윤아', '#서강준', '#라그나로크m', '#ユナ', '#ソガンジュン', '#ragnarokm']",좋아요 51개,2018년 03월 04일
"['#겜스타그램', '#라그나로크m', '#99찍음', '#장판받았다', '#처음으로', '#건방진자세', '#앞으로갈길이태산']",좋아요 5개,2018년 11월 02일
"['#주말', '#먹벙', '#이태원', '#맥덕', '#beer', '#낮맥', '#라그나로크m', '#우리끼리정모', '#seizetheday']",좋아요 63개,2018년 05월 13일
"['#라그나로크M', '#그라비티', '#Gravity', '#초반', '#전투', '#사냥', '#하드코어', '#알차고_빠른_모험은_프론테라_장비_제작_부터']",좋아요 7개,2018년 03월 30일
"['#그라비티', '#라그나로크', '#라그나로크M', '#게임', '#모바일게임', '#온라인게임', '#포링', '#스케치', '#일러스트', '#캐릭터', '#gravity', '#ragnarok', '#ragnarokm', '#rpg']",좋아요 49개,2018년 02월 06일
"['#내일은일요일', '#라그나로크m']",좋아요 26개,2018년 06월 17일
"['#라그나로크m', '#26a']",92,2018년 03월 28일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 191개,2018년 03월 07일
"['#그라비티', '#라그나로크', '#라그나로크M', '#사전예약', '#포인트_자판기']",좋아요 24개,2018년 02월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#게임', '#모바일게임', '#온라인게임', '#포링', '#피규어', '#포링피규어', '#포링클레이', '#클레이아트', '#gravity', '#ragnarok', '#ragnarokm', '#rpg']",좋아요 52개,2018년 02월 05일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고']",좋아요 63개,2018년 03월 14일
"['#불금엔게임', '#라그나로크m', '#혼자서도잘놀아요', '#길드가입하고파', '#저렙이라못잡아ㅠ', '#라그나로크m영원한사랑']",좋아요 11개,2018년 05월 12일
"['#라그나로크M', '#그라비티', '#Gravity', '#스킬시스템', '#모험스킬', '#모험스킬_잘써야_진정한_고수']",좋아요 16개,2018년 04월 04일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#gravity', '#gravitykorea', '#무카', '#저녁', '#음식', '#요리']",좋아요 34개,2018년 04월 17일
"['#게임사운드트랙', '#라그나로크m', '#introduction']",좋아요 2개,2018년 12월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라큐멘터리', '#제니줍쇼', '#제니_있으세요', '#저는_없어요']",좋아요 29개,2018년 05월 28일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그나로크모바일', '#포링', '#우리들의_새로운_이야기_시작']",좋아요 34개,2018년 01월 31일
[],좋아요 9개,2018년 05월 23일
"['#2017지스타', '#지스타', '#그라비티', '#오아희', '#한소울', '#이다연', '#소이', '#라그나로크m', '#벡스코', '#부산', '#bexco']",442,2017년 11월 22일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 78개,2018년 03월 21일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고', '#천사미소']",좋아요 83개,2018년 02월 17일
