title,contents,date
탐욕전당 파티막기좀 줘요,짜증나,2019. 1. 20. 일요일 23:47
풍등 이벤트 선방 이후 미확인 레시피 까기,"어제하곤 다르게 축줌 20장에 유알 특돌로 선방했기로서니, 이어서 마생 방어구 레시피나 얻어볼까 하고 미확인 방어구 레시피 18개 돌렸더니, 하나가 안 나오네 ㅋㅋ 역시 호락호락하지 않아~~ 쩝
뭐~ 내일은 레시피 상자 좀 쏴주면 좋겠군요. 어차피 수요일까지니 막날에 한번에 돌리고나면 견적 나오겠지.
어쨌든 뭐 할 만큼 했으니, 느긋이 즐기기만 해도 상관없겠지.
 ",2019. 1. 20. 일요일 23:12
전서버매칭 컨텐츠에 파티기능추가,각종숙제 전장 탐욕 등 전서버 매칭 컨텐츠 이용시 타서버 유저도 파티할수있게 부탁드립니다 친추기능도 포함,2019. 1. 20. 일요일 22:52
워스미스 상향해라,"영자 니들도 귀찮아서 대충 관리하지?
  나도 귀찮아서 대충 글쓴다 니들이 여태 올린글들 찾아가 종합해서 알아서 상향해라
  그 운영에 그 유저 
인정?어 인정",2019. 1. 20. 일요일 22:43
질문입니다.....,"지금 최고레벨이 상향된지 몇주가 지났습니다.....
물론 벌써 최고렙인 400렙 유저들구 계시구요
근데 이벤트창에 있는 레벨업부르팅은 도대체 언제  400렙까지 늘려주나여???
과금 유도만 하지말고 소과금&무과금 유저들이 받아갈수 있는 이벤트도 챙겨주세요",2019. 1. 20. 일요일 22:15
아덴 소환석 팔아주세요~,금요일 상점 언제 업뎃되나여~?,2019. 1. 20. 일요일 21:54
정원의 선물 갯수 오류 수정 바랍니다,"패치 이후 채집정던 채집량이 4배로 늘었는데 정원의 망토를 착용하여 채집하면 분명히 화면에는 4개 8개로 먹는 것이 표시 되나 가방에서 확인하면 총30개 넘개 먹었는데도 불구하고 10개나 12개 밖에는 없음
예전 전체 20개에서 드랍확률로 갯수가 제한된 것이 패치되어 채집량이 4배로 늘어 난것에 반영이 아직 
안된것 같으니 빠른 패치 바랍니다 ",2019. 1. 20. 일요일 21:49
가방칸좀 늘려주세여,"새로운 엘릭서 약초 몬스터카드 등등 계속 아이템은 늘어나는데
  가방칸은 그대로니 칸을 늘려주던가 몬스터카드 인벤을 따로 만들어주던가
  아니 가방칸 늘리면 유저들이 알아서 다야 써서
  늘릴텐데 왜 안늘려주는거져? 이유나 좀 압시다!!!",2019. 1. 20. 일요일 21:45
다른거 다필요없으니 가방좀 늘려주슈!!!!!,"제발 부탁입니다
가방좀 늘려주세요 
늘려달라고 하는 분들이 이렇게 많은데 분명히 건의사항에 수도없이 올라오는거 봤을텐데 안늘려주는 이유가 몹니까???? 이유나 압시다 좀",2019. 1. 20. 일요일 20:19
이제그만 비즈몹도 업데이트 건의합니다.,계속 업데이할텐데...비즈도  일반 코어처럼 나올 수 있게좀 변경해주세요. ㅜㅜ,2019. 1. 20. 일요일 01:10
머든다 조작하는 넷마블,"주사위도 조작하는 넷마블 
아무리 그래도 주사위도 조작하냐????
이번주사위 2번째줄을 못가냐?????",2019. 1. 19. 토요일 23:48
워스미스 상향해라,"이거보고도 상향 안해줄거냐 뀨? 
  지뢰 던져버린다",2019. 1. 19. 토요일 20:42
닉네임,오랜만에 복귀햇는데 닉네임뒤에 # 있는데 이거좀 없애주세요,2019. 1. 19. 토요일 20:16
토요성장패키지,조금전에 결제했는데 문자로는결제됐다고 뜨고 게임창에서는 오류라고 아이템 안들어옵니다11.000원짜리요,2019. 1. 19. 토요일 18:57
토요일 성장지원 페키지 내용좀 바꾸세요,"엘릭서와 스킬포인트를 왜 같이 합니까
엘릭서와 약초로 해줘야지 당연한거 아닌가
생각이 없는 넷마블 똥멍청이들아",2019. 1. 19. 토요일 16:26
"아놔, 주사위게임 장난하는 것도 아니고","도대체 누가 만든겁니까? 1위까지 두칸밖에 안 남았는데 꽝이 세칸이었고요, 그런데 주사위가 3이상 나오니까 꽝으로 처리되네요? 이게 말이된다고 생각하십니까?",2019. 1. 19. 토요일 14:54
아데나 획득량을 늘려야대는거 아님?,"할것은 어처구니없이 늘려놓고 아데나는 쥐꼬리만큼 드랍대구 
어이읍네",2019. 1. 19. 토요일 14:21
업데이트,할게 너무 많아요 이제 머리가 아파요 아직 유알도 다 못만들었는데 각성 ...거의 무금으로 겜 하지만 고투력 하고 차이가 너무나 차이가 넘무 나네요 2년동안 매일같이 겜 했는데 . 회사가 이익창출하는건 당연하지만 저랩혈맹.저랩케릭도. 소확행 할수있도록 해주세요 예 ㅡ성.요새  ㅡ고투력 혈맹만 차지하고 일반 혈들은 처다도 못보고 . 상.중.하.혈맹으로 나누고 아니면 한 5등급정도로.그중에 자유요새전처럼 동일 조건으로 전투해서 요새 차지하는것 어떨까요  아닌가 아니면 말고 ,2019. 1. 19. 토요일 12:59
이봐영자야 전문제작 여러개 한번에 만들게 해준다메??,왜안됫어.?????여러개 동시에 만들게 해준다메!!!!,2019. 1. 19. 토요일 12:42
공방에서 분해 합성하다가 재료를 봤는 데,"S →  R →SR  올라가며 특성/초월의돌
  합성하는 데  R 등급 합성할 때
  S등급 특성/초월의돌 쓰이고
  SR등급 합성할 때
  R등급 특성/초월의 돌 쓰이던데
  분해할 땐 왜 특성/초월의 돌 조각만 나오죠?
  분해할 때도 합성하는 거 처럼 
  재료 나와야 하는 거 아닌가요?
     ",2019. 1. 19. 토요일 11:31
언제까지 한가지 케릭(직업)만 해야합니까 ?,"뭔 게임이 직업한번선택하면 이겜 망할때까지 해야합니까 ?
  다시키울수있는 시스템이 있는것도아니고....
  그렇다고 밸런스가 맞는것도 아니고....
  이게임은 말그대로 활볼루션인데.... 
  원거리 한번 해보고 접는게 소원이다 ㅋㅋㅋ
  직업을 체인지할수있는 방법을 모색하던가.....
  Pc 리니지2 는 체인지 하던데....왜 이건 업뎃안하는지..ㅋㅋ
  접을때 까지 칼질 지겹다 ...ㅎㅎ",2019. 1. 19. 토요일 07:04
룬각인,룬각인 실패확률 넘하내요,2019. 1. 19. 토요일 06:31
외면당하는 난투장과 동맹던전,외면당하는 난투장 시스템과 동맹던전은은 뭔가 큰변화가필요한듯합니다 난투장은 걍 새로운컨덴츠로 바꾸는게 좋을듯합니다 레이드시스템이나 부족한월드보스를 늘려주시던지요 ,2019. 1. 19. 토요일 06:30
서버패치 게임이용가능하다메,그것때문에그냥잤더니 자다일어나니 게임중지 패치받으라고3시간넘게아무것도안하고멍때리고있더라,2019. 1. 19. 토요일 03:49
몬스터도감만 들어가면 팅겨요,왜이럴까여ㅠㅠ어떻게좀  해주세요,2019. 1. 19. 토요일 02:37
강력하게 건의드립니다. 인벤토리 확장 필수입니다.,"매번 업데이트되면서, 물약 종류도 많아지고, 레시피도 종류도 많아지고, 탈리스만도 많아지고,
이번 업데이트는 정말 너무 많은 부분들이 업데이트 되어서, 
한번에 너무 과하게 업데이트 되어서 게임을 접어야 하나? 머리가 너무 아플정도로 한번에
너무 과하게 업데이트 되었는습니다.
  근데 개발자분들이 놓치고 계신 부분이 있는 것 같습니다.
업데이트시 마다 새롭게 즐길 수 있는 컨텐츠와 함께
아이템도 생겨나는데, 
인벤토리 맥스 600칸이 된지가 얼마나 되었는지 생각해보셨나요?
저는 정확히 알지는 못 하나...1년은 넘지 않았나요? 2년 가까이 되었나요?
  새로운 컨텐츠와 아이템을 개발해주시는 부분은
유저들이 더욱 즐겁게 게임을 즐길 수 있게 해주시는 부분은 감사하지만,
인벤토리 칸을 늘리는 개발을 놓치고 계시는 것 같습니다.
  만약 예를 들어서,
국가에서도 국민을 위하여
즐길 수 있는 공간 또는 편리함을 위하여 어느 공간을 개발하면
(예시: 야구장, 축구장, 대형공원, 서울역, 용산역, 공항)
그 장소에 인구이동 수가 대량으로 증폭되기 때문에
함께 개발하는 것이 무엇일까요?
바로 도로입니다. 왕복 4차선인 도로 -> 왕복8차선 도로로 확장하며,
또는 지하 터널 및 고속화 도로를 개발하게 됩니다.
  새로운 컨텐츠가 생길 때마다 늘어나는 새로운 아이템이 생기는 것 처럼
인벤토리칸수를 늘리 수 있는 아이템을 만들어야 할 것 같습니다.
  진심으로 강력하게 건의드립니다.
  리니지를 즐기시는 분들 중 현금을 쓰시는 분들도 계시고
현금을 안 쓰시는 유저분들도 계십니다.
그러나 인벤토리는 현금을 쓰시는 분이든 아니든 분명
필수적으로 필요한 부분이니, 이부분 감안하여,
새로운 아이템을 개발하셔도,
  현금을 잘 안 쓰시는 분들도 인벤토리칸 수를 무리감없이
늘릴 수 있도록 너무 비싼 비용이나, 다이아가 아니길 부탁드리며,
그 부분은 어느 기업이나 고객 서비스 향상을 위한
하나의 부분으로 바라봐 주시길 부탁드립니다.",2019. 1. 19. 토요일 02:13
건의사항,아덴솬석 좀팔고 가방좀 늘리자,2019. 1. 19. 토요일 01:33
패치,"아니 불금이라고 패치를 열두시에 하나?
줫나 즈그 맘대로하네 일년전에 유알땜에 접었는데 
ㅅㅍ럼들 진짜 정신아직못차렸네 10새들아
주가 떨어 지는 이유가 있다 븡ㅅ들아",2019. 1. 19. 토요일 00:15
서버이전,"서버쫌  이동합시다  저랩  짜쯩나서  못하것소
 ",2019. 1. 18. 금요일 23:24
무기 코스튬,"따로좀 안파나요..?나도 당근 들고싶당..
 ",2019. 1. 18. 금요일 23:21
캐릭터 직업별 특성에 맞게 실제 데미지를 조정해주세요,"다들 알다시피 지금은 활캐릭이 최고입니다
원거리에서 스턴걸고 때리기시작하면 거의 동투력에서는 최고입니다
  직업별로 데미지가 다르게 적용되도록 변경해주세요
예로 활캐릭은 방패든 캐릭이나 몹에게는 일정 데미지가 덜 박히게하고
법사 계열에게는 더 들어가게 하고
법사 계열은 방패 든 캐릭에게는 더 데미지가 들어가고
스피드 계열 단검에게는 덜 들어간다든지
이런식의 직업간 상호 물고 물리게 수정되야
전쟁시에도 더 다양한 캐릭들을 사용하게 될거고
활캐릭에 집중되는 현상도 줄일수 있을겁니다
  캐릭간 밸런스를 잡기위해선
어느 직업이나 종족이 특혜를 받아선 안된다고 봅니다
직업이나 종족간 천적으로 작용한다면 그것만으로도
충분히 직업간 밸런스를 맞출수 있다고 봅니다
 ",2019. 1. 18. 금요일 22:45
잘시간에패치작업이라니,그냥지금하라고 생각이있냐 별것도아닌거가지고할거면내일아침에하던가,2019. 1. 18. 금요일 21:59
물약 큰거 레다로 사게해줘요,이벤 같지도 않은거 한다고 만물상점에서도 빼고 뭐하는건지,2019. 1. 18. 금요일 21:23
건의사항 2가지,"1. 요새전 각인이 무조건 군주만 되는거..군주 일 있으면 접 못할 수도 있는데
부군주한테도 각인 권한 좀 주세요
  2. 장던.소던.시공 전부 렙제한을 두시던지 투력제한을 넣어주세요
투력 100만이 장전소영??? 이건 너무하지않나요???",2019. 1. 18. 금요일 19:51
제발좀,"적당히 합시다
현질도 적당한 수준이 있는거요 
참다참다 건의드립니다 제발 좀 적당히 성공 시켜주고 그래야지 하지 짱나서 못하겠네 
  이러다 유저 리니지2로 다 옮겨가면 그때서야 정신차릴려나?
내 장담하건데 한두번 더 실망하면 관둘겁니다 
혼자만의 의견이라 생각하지 마시길
   ",2019. 1. 18. 금요일 19:42
아이멜씨 노력한다면서요? 금욜인데,"GM아이멜
안녕하세요, 용사님!

먼저, 더 나은 리니지2 레볼루션이 될 수 있도록
좋은 의견을 보내주셔서 진심으로 감사드립니다.

아덴 소환석 판매 건의에 대해 건의 글을 남겨주신 점 확인하였습니다!

보내주신 소중한 의견에 대해서는 귀담아 듣겠으며
용사님들의 편의를 위해 항상 발전하는 레볼루션이 되도록 노력하겠습니다. (__)

앞으로도 많은 관심과 사랑을 부탁드리며,
게임 이용 중 불편하거나 개선해야 할 내용이 있다면
언제든 GM 아이멜을 찾아주시길 바랍니다.

감사합니다.
   ",2019. 1. 18. 금요일 18:43
아덴솬석 ㅜㅜ,"잠깐패치로 할수있는거 아닙니까?
금욜인데 진짜",2019. 1. 18. 금요일 18:41
금요일 만물상점,"만물상점에 아덴솬석도 판매 해주세요 
렙은 올라가는데 슈트솬석으로 티켓하것도 한계가 있습니다
만물상점 아덴솬석 판매 건의 합니다",2019. 1. 18. 금요일 17:39
너무 할게많아요~! 정던퀘나 스크롤퀘좀 간소화해요,"이거 두개 완료하는데 너무 많은 시간이 소요되네요
  계속 해야할건 새로 만들고 정말 힘듭니다",2019. 1. 18. 금요일 17:20
아가시온 3조합 1선택 ㄱㄱㄱㄱㄱ,이제는 해줄때 됐잖아 이것들아,2019. 1. 18. 금요일 17:18
가방 확장,"점점 컨텐츠 추가되면서 아이템은 늘어나고 있어요.
(전용특돌...탈리스만...신규장비...약초...엘릭서&연금술서.......등 등 등 게다가 다야붙은 거래가능 아이템 까지...)
  제작 아이템처럼 가방 분류 필요하다고 생각됩니다.
가방 여유부족 -> 자동판매 구매 결재유도성은 이제 효력 없지않나요? 
  엘릭서 관련 아이템 분류
탈리스만 관련 아이템 분류
혈맹 관련 아이템 분류
도감 및 카드 관련 아이템 분류
  대략 저런 식으로라도 패치 건의합니다. (집혼석&탈리스만 창은 제발 분리좀...)
답변다는 웹페이지 운영자님,,전달 좀 해주세요.",2019. 1. 18. 금요일 17:04
가방좀 늘리라고 쓸려고 햇는디 마니들 올리셧군여,"이번패치로 노현질 유져 죽겠다 멘붕온다 이것저것 말많은데 전부 동감하고 나역시도 마찬가지입니다 그것도 그것이지만 
인간적으로 가방좀 늘려주쇼 좀!!!!! 장난까는것도 아니고 개뿔 물약부터 개떡같은 잡탬 존나게만들어  놓고 가방은 왜 안늘려주는거요??? 
폭죽같은 개떡같은거 좀 같고다닐수 있는 가방인벤좀 늘려주세요!!!!!",2019. 1. 18. 금요일 16:54
가방쫌 늘리자고!!!,"운영진 눈팅분들!!
  약초 엘릭서 늘려줬으면
  그에 대비해서 적어도 50칸은 더 늘려줘야 돼는거 초딩한테 물어봐도 안다!!!
  복붙 답변 안바란다 빠른 조치 취해 주길바란다",2019. 1. 18. 금요일 16:29
아덴 소환석,다음 업뎃에는 꼭 팔아주세요,2019. 1. 18. 금요일 16:11
운영자님,"안녕하세요..게임 오픈때부터 1년하다가다정리하고..반년만에 새롭게 오크로 복귀한 린저씨 입니다
게임 새로운 콘텐츠 업뎃 좋습니다 좋아요 
고인물만 득실 되는것 보다는.. 좋은취지인것 같습니다.
이번 업뎃도 제작 컨텐츠를 한쪽쏠림 방지를 위해 한목에 대량 내놓으셨다는 의도는 알겠습니다..
다만 시기가 너무 빠른듯하네요..이런패치는 중소 과금러들한테는 역효과일덴데..
린2레볼에 사람들이 열광하고 빠져있는 이유는 예전 피씨게임하던 향수와
기존에 찾아볼수없더 모바일게임의 퀄리티 ..였는데..지금 린2레볼은..
그냥 양산 중국 게임처럼 너무 과금만 유도하는것 같아서 아쉽네요..
물론 개발자분들은 과금안해도 노가다 하면 쎄진다고하는데.. 직접 무과금으로 게임 해보셨는지 의구심이들구요..
정녕 중소과금러 천명보다 핵과금러 열명이 더 중요하다 생각하시는지 의문이또 드네요..
매번패치마다 새로운 아이템을 만들어야하고 패키지를 사야하고..
안그러면..신규콘텐츠를 즐길수가 없는 현실입니다..
정말지쳐요..유저들이 원하는건 별거없는데...
캐릭 밸런스 각종 버그및 매크로 서버 안정화..쟁시스템 개선 이것만 잡아주셔도..
유저분들 과금? 알아서 다합니다..게임이 즐거우면 과금은 자발적으로 하게 되있습니다..
너무 과금 유도 업뎃만 하지마시고..큰그림을 보실줄아는 개발팀이 되었으면 합니다..
이상..린2레볼이 진심으로 오랫동안 흥했으면..하는 유저의 푸념과 건의였습니다..
두서없이 즉흥적으로 써내려간글 읽어주셔서 감사하ㅂ니다..",2019. 1. 18. 금요일 15:29
가방좀 늘립시다 이거머 유저를 개무시하나?,"무개념 개발자노트에 업데이트까지는 이해해준다
  어짜피 연초라 성과내야하니
  그럼 가방도 같이 늘릴 수 있게 해야 되지 않겠니?
  메크로답변색기 답변 달아바라",2019. 1. 18. 금요일 14:23
장비수집 추가,장비 각성은 장비 수집에 추가 안되나요?,2019. 1. 18. 금요일 14:07
약초 조합 되게좀...,원래 있던 약초 4개는 소모품 만들어지는데 새로운 약초도 좀 되게 해주세요 ,2019. 1. 18. 금요일 13:54
황금가고일,상자 연 사람에게 귀속 되게 해주세요,2019. 1. 18. 금요일 13:40
어플 버전 업데이트가 너무 잦네요,"패치는 괜찮은데요
  어플 업데이트할때마다 앱플레이어 오류가 발생해요
  몇십메가짜리 어플 업데이트 때매
  매번 다시 설치해주고 3기가 패치하고 아주 도라버리겠네요 ?
  딥빡쳐서 참다참다 건의합니다
  어플 업데이트 자제 부탁 !!",2019. 1. 18. 금요일 11:44
보물상자 대하여..,"보물 상자 열었을때 출연하는 가고일에 대하여 상자를 연 사람한테 귀속 될 수 있도록 건의 합니다..
간혹 가고일을 스틸 하는 사람들이 발생합니다..상자를 연사람에게 귀속 될수 있도록 부탁 드립니다.",2019. 1. 18. 금요일 11:06
월드보스 자켄 11시에 진행하게 해주세여 ~~,"2년이 넘었으니 이젠 자켄두 11시, 23시 두번 출연하게 해주세여 ~~ 
늦은시간 잡는게 넘 힘들어여",2019. 1. 18. 금요일 11:06
동맹던전,동맹던전 난이도 수정해주세요 너무 빡셈,2019. 1. 18. 금요일 10:23
필드지역 약초 주는 몹,필드에 약초주는 몹들도 신규 약초 드랍되게 해주십쇼,2019. 1. 18. 금요일 09:53
가방좀 늘려주세요,"엘릭서까지 늘어나서 정리해도 자리가 안나요 ...
몬스터 카드랑 코어는 가방 따로만들어주시면 좋겠네요 ... 
아니면 탈레스만을 .... 계정창고도 캐릭터 창고도 꽉차잇기도 하지만 ..
필요한거 찾으러 마그나딘까지 갓다오는거 엄청 불편합니다",2019. 1. 17. 목요일 17:00
아가시온 ***아,"*** 진짜
아가시온에 쓴돈만 얼만지가 모르겠다
천만원 가까이 쓴거 같다
그다뽑기 일요일 공구 
결과는 7개 
***들 진짜 이돈이면 그냥 84000개주고
샀겠다라고 ? 84000개는 개집 이름이냐
어느정도 했으면 패키지를 내놓던가
시원하게 좀 주던가
존나 우려먹네 계속해서 패키지 나오면서
왜 아가시온은 끝까지  끌고가냐 *같네",2019. 1. 17. 목요일 16:29
동맹시스템 없애고 전국시대처럼 만드셔야 돈 많이 벌꺼에요,"이번  패치를 보아하니
분쟁지역을 빨던뿐만 아니라 수확던전, 채집던전까지 확대하고 싶은게 뻔하네요
어차피 망겜이라 중간유저 계속 줄어드는건 신경 안쓰는것 같고
그동한 많이 투자하신 고투력자들끼리 경쟁시키고 싸움시키면서 마지막으로 돈좀 땡기시려나본데
이미 망겜이라 서버별로 고투력자들 머리수가 다 뻔합니다. 
여기에 동맹까지 만들어놓으니 고투력자들간의 마찰이 일어날리 없죠.
지금 시골서버는 대부분 동맹 한두개 정도에서 고투력자들 수용이 충분한 상태니까요.
  개발진들이 원하듯이 유저들간의 마찰과 경쟁이 활성화 되려면
일단 동맹부터 없애고
혈맹 최대인원도 30~40명 정도로 확 줄여서
지금정도의 유저 규모에서도 강한 혈맹들이 여럿 생길수 밖에 없는 구조로 개편하셔야 할겁니다. 
  그래서 고투력 혈맹들끼리 경쟁하는 요소 따로 만들고
중투력 혈맹들끼리 경쟁하는 요소 따로 만들고
저투력 혈맹들끼리 경쟁하는 요소 따로 만들어줘야죠.
  지금은 
공성전은 공성전대로 매번 뻔한 결과만 나오고
요새전은 요새전대로 똑같이 뻔한 결과만 나오고
중, 저투력 혈맹은 모여서 코어작이나 담소나 나누다가 하나둘 떠나가는거 바라보기만 할 뿐이죠
거기에 이번 개 좆같은 패치 덕분에
중, 저투력 유저분들의 이탈은 더욱 가속화 될게 뻔합니다. 
  지금처럼 방향성을 상실한채로
컨텐츠별로 각기 다른 곳을 바라보기만 한다면
그냥 재미없고 복잡한 노가다게임이 되버리면서 망하고 말꺼에요.
  하는짓거리가 하두 한심해보여서 
접을까 말까 생각해보면서 몇자 남깁니다. 
   ",2019. 1. 17. 목요일 16:25
유알 장비 제작시,"재료를 미리 등록 할수있는 시스템인대 
재료를 잘못 넣는다던지 마음이 바껴 다른 장비를 먼저 
진행할 경우를 위해 재료를 다시 빼는 것도 해주셧으면 좋겟습니다
 ",2019. 1. 17. 목요일 15:43
유일 분해돼 안되게한거니?,밥 팅 이 넘들 아직까지 모르고 일어서지..덜렁 분해하자,2019. 1. 17. 목요일 14:24
황금가고일 관련,채집에서 만드라고라 처럼 본인이 황금상자 열어서 나온 황금가고일은 보물상자 연 사람만 칠수있게 해주세요. ,2019. 1. 17. 목요일 14:24
결정체좀 쏟아지게해줘요,아 만들건 개많은데 어찌만들고 쫒아가라고 쫒아갈수나잇게해주세요 좀 레시피 돌려야대는데 결정체가 맨날 부족이야 원하는건 나오도않고 진짜,2019. 1. 17. 목요일 14:14
아이템은 늘어나는데 장비칸은 왜 그대로냐,?,2019. 1. 17. 목요일 14:08
안녕하세요~,인벤에 있던 약초 상자가 사라졌네요~~보조케릭들도 또한  인벤에 약초상자가 모두 사라졌어요~답변 부탁드립니다 ,2019. 1. 17. 목요일 14:02
하층채널 끝까지 안늘려주내 퉷 이딴게임 접고말지,그동안 즐거웟습니다 이딴게임에 지를빠예 거상에다 질러야지,2019. 1. 17. 목요일 14:00
오늘업뎃 후,"시련2층 채널없어서 사람 미어터지는중
  채널좀 늘려줘요 얼른",2019. 1. 17. 목요일 13:53
액션포인트 팍팍늘려주셈,할거 너무많음,2019. 1. 17. 목요일 13:16
전문기술 간편 제작,"공지에 전문기술 한번에 만들수 있게 한다고 써있었는데 지우셨네요...
언제되나요 
 ",2019. 1. 17. 목요일 12:19
가방 칸좀 늘려주세요~,"기존에 한번 썻을때 무슨 가방 칸수 늘리는데 과부하니 뭐니 졸 그러더구만.... 
  쓸데없이 아가시온가방이니 수확던전가방이니만 졸라 만들어봐서 지져분하게 해놓고 왜 가방칸수는 
  안늘리는데.... 뭐 공짜로 늘려달래? 어짜피 칸수 늘릴려면 다야써서 늘리는데~ 
  가방 안늘린다고 렉이 없어져 무슨 버그가 없어져... 그냥 많은 유저가 원하는데 가방 칸수 늘려라~~!!!!!!!",2019. 1. 17. 목요일 12:10
미스틱뮤즈 궁스킬,범위내에있는적이 다 맞았으면좋겠습니다. 궁이 별쓸모없네요,2019. 1. 17. 목요일 12:06
섭이전궠,"통합 안해도 이전권좀 주세요 ㅜㅜ
본캐 이전좀 하게 ㅠㅠ
부탁드립니다 ㅠㅠ",2019. 1. 16. 수요일 22:22
집혼석 단품 레벨업 기능 요청,"표제와 같이 집혼석 단품 레벨업 기능 추가 부탁드립니다.
탑승펫과 장비와 같은 장착전 단품 레벨업 기능이요...",2019. 1. 16. 수요일 22:06
황금가고일,"필드 곳곳에 있는 황금상자를 간혹 정상드려 열심히 열고 다니고 있는 유저입니다.
황금상자를 열어 랜덤하게 간혹 나오는 황금가고일을 다른유저들도 잡을수 있고 아템도 분배가되어 분쟁의 원인이 되기도 합니다 솔직히 찾아다니면서 열심히 열었는데 근처에서 자사하던 유저가 아템 낼름 먹고 가면 넘 황당하고 짜증이납니다
황금상자를 연 유저와 그 유저의 파티원만 잡을 수 있게 해주셨으면 감사하겠습니다",2019. 1. 16. 수요일 17:47
워크라이어,"스킬범위가 너무좁아요
피보호막 스킬  양이 너무 적어요
힐런데 힐이 너무 적어요",2019. 1. 16. 수요일 16:29
장비각성,"제작이라 모두에게 공평 ?
  넷마블입니다 ㅋ ㅋ 
  백퍼 행동력 추가포션 각종패키지 매일행동력물약3.3패키지 나오겟조 ㅋ 
  넷마블아 돈은쓸수잇다 게임 재밋게좀 만들어줘 ㅜㅜ
   ",2019. 1. 16. 수요일 14:04
핸드폰으로 게임하는 유저로써,"절전모드 화면에 리니지 마크 Ⅱ 요래 되있는거..
자사 돌리면서 절전모드화면이 계속 켜져있으니까
리니지 마크 Ⅱ << 이 자리 액정 번인현상 나타남요
이것때문에 3개월 전에 한번 액정 갈았는데
또 생김...
그냥 아무것도 없는 검은화면, 시계화면, 현재 절전모드화면, 기타 등등
추가해서 선택할수있게 해주면 좋겠음요",2019. 1. 16. 수요일 12:00
요새전 참여인원 확인기능,"안녕하세요.
  기란1섭에서 겜하고있는 유저입니다.
  혼자가아닌 여럿이 하는게임이다보니.. 다같이 즐기기위해
  관리적인 부분이 필요하기 마련입니다.
  혈맹관리적인 부분을 위해 요새전 현재
  참여중인 혈맹원 전체 인원을 확인할수 있는 기능이
  있었음 합니다.
  혈던이야 클리어후에 참석인원보는 부분이 있긴하지만
  요새전은 확인이 힘들어서요. 
  감사합니다,
   ",2019. 1. 16. 수요일 10:42
친선쟁 메뉴도 만들어주세요.,"랭커들은 쟁 할때 검색하기 편하게 혈맹 검색하면 항시 먼저 뜨는데 그외에 혈들은 쟁을 하고 싶어도 찾기가
  힘드네요.
  보통 친선쟁이라고 해서 
  1. 기간 정하고(보통 3일정도)
  2. 월챗, 욕금지, 매너  게임 하면서
  3. 혈원들간에 화합도 잘되고 게임이 더 재밌어지고 합니다.
      그런데 친선쟁 할 혈 찾기가 많이 힘들어요... ㅠㅠ
  자꾸 투력 올리는 (과금러들 위주의 컨텐츠) 그런 것들만 추가 하지 마시고 
  같이 사람들끼리 즐길수 있는 컨텐츠가 많았으면 좋겠습니다. (그게 mmorpg의 매력이니깐요)
    혈맹 메뉴에 하나만 더 추가 하면 좋을것 같아요.  
  혈맹 > 친선쟁 > 조건 검색(혈투력, 쟁기간, 쟁조건 등등) 
  이렇게 하면 더 좋을것 같습니다. 
      리니지가 하루의 즐거움이 되고, 여러 사람들과의 커뮤니케이션이 되는 명작 게임이 되었으면 합니다.
    +++마지막으로 계정초기화라던지, 카카오톡계정을 하나 더 추가해주시면 고맙겠습니다.^^+++",2019. 1. 16. 수요일 10:38
운영자님 완전 짧은 건의,"팩트  자유게시판 항의글 봐도 무시하겟지만
개발자노트 댓글보세요. 정신차리세요!!!",2019. 1. 16. 수요일 10:16
영자형님 부탁입니다!!!!,"이번 밸런스패치에서 소드뮤즈, 블댄은
  버프 2개 하나로 좀 합쳐주십쇼!!!!!!!!!
 ",2019. 1. 16. 수요일 09:20
아놔..넷마블 운연자 해도 진짜 너무 하시네요,"강화 확률좀 올려주세요..강화좀 합시다 10번 강화 하면 10번실패 20번 강화 하면 20번 실패
강화 성공이 없어 그리고 축복받은 강화주문서도  모이기도 겁나 빡시는데 거기다 강화 까지 전부 실패야
축복받은 강화 주문서 이라도 겁나 엄첨 많이 주던가
 ",2019. 1. 16. 수요일 01:50
비정상적인게임,"워르
이사람  비정상적인겜  하는거  같아여
연구소에서 일반유저  죽이고  도망다니고  저역시  죽어서  치는데   갑자기  사라지는거  쓰는거  같아요
제재 부탁함니다",2019. 1. 16. 수요일 00:57
